Symbol,DEven,PriceFirst,PriceMax,PriceMin,PClosing,QTotTran5J
VABEMELAT,20090218,21.04,21.04,21.04,21.04,330851245
VABEMELAT,20090221,21.06,21.45,20.92,21.04,335334212
VABEMELAT,20090222,21.27,21.41,21.12,21.27,8435464
VABEMELAT,20090223,21.29,21.31,21.18,21.21,8570222
VABEMELAT,20090225,21.21,21.26,21.04,21.17,7434309
VABEMELAT,20090228,21.18,21.2,21.04,21.12,3924844
VABEMELAT,20090301,21.1,21.12,20.68,21.04,23696125
VABEMELAT,20090302,21.04,21.27,20.68,21.04,10528791
VABEMELAT,20090303,21.12,21.18,21.1,21.09,2650575
VABEMELAT,20090304,21.13,21.2,21.13,21.12,2304953
VABEMELAT,20090307,21.21,21.21,21.18,21.17,3667884
VABEMELAT,20090308,21.197,21.197,21.103,21.166,5236516
VABEMELAT,20090309,21.197,21.244,21.119,21.181,4797840
VABEMELAT,20090310,21.2,21.21,21.04,21.2,3438096
VABEMELAT,20090311,21.21,21.24,21.2,21.2,2111176
VABEMELAT,20090314,21.21,21.23,21.21,21.21,4000145
VABEMELAT,20090316,21.23,21.24,21.17,21.21,3937907
VABEMELAT,20090317,21.23,21.23,21.21,21.21,3998308
VABEMELAT,20090318,21.21,21.26,21.21,21.21,2191144
VABEMELAT,20090325,21.244,21.508,21.244,21.275,1916886
VABEMELAT,20090328,21.48,21.76,21.45,21.49,2749128
VABEMELAT,20090329,21.99,21.99,21.99,21.51,91020
VABEMELAT,20090330,22.006,22.006,22.006,21.602,936159
VABEMELAT,20090331,22.1,22.1,21.602,21.897,7348064
VABEMELAT,20090404,21.94,22.33,21.8,21.98,6876866
VABEMELAT,20090405,22.05,22.18,21.68,21.98,3553767
VABEMELAT,20090406,21.98,22.12,21.48,21.8,4831781
VABEMELAT,20090407,21.66,21.91,21.52,21.79,4456751
VABEMELAT,20090408,21.586,21.757,21.477,21.757,877368
VABEMELAT,20090411,21.71,21.8,21.35,21.68,2748606
VABEMELAT,20090412,21.49,21.55,21.24,21.55,2243981
VABEMELAT,20090413,21.368,21.913,21.368,21.664,3952220
VABEMELAT,20090414,21.6,21.8,21.43,21.71,4852993
VABEMELAT,20090415,21.66,21.98,21.66,21.77,2314256
VABEMELAT,20090418,21.96,21.98,21.87,21.84,2126749
VABEMELAT,20090419,21.98,22.35,21.82,22.04,8852608
VABEMELAT,20090420,22.27,22.55,22.21,22.49,11066992
VABEMELAT,20090421,23.02,23.02,23.02,22.6,1033815
VABEMELAT,20090422,22.8,22.94,22.27,22.6,2300464
VABEMELAT,20090425,22.46,22.46,22.08,22.27,5274735
VABEMELAT,20090426,22.24,22.43,21.82,22.22,1213875
VABEMELAT,20090427,22.13,22.27,21.85,22.18,2173117
VABEMELAT,20090428,22.16,22.58,21.85,22.19,2105602
VABEMELAT,20090429,22.287,22.287,21.913,22.162,858625
VABEMELAT,20090502,21.975,22.271,21.866,22.1,1675253
VABEMELAT,20090503,22.26,22.26,21.77,22.01,2994367
VABEMELAT,20090504,21.87,22.21,21.59,21.91,4194127
VABEMELAT,20090505,21.6,22.13,21.6,21.98,2260882
VABEMELAT,20090506,22.13,22.49,22.13,22.36,4329696
VABEMELAT,20090509,22.89,22.89,22.89,22.72,3478293
VABEMELAT,20090510,23.25,23.25,23.25,22.88,1617941
VABEMELAT,20090511,23.423,23.423,22.598,23.252,15625032
VABEMELAT,20090512,22.88,22.88,22.71,23.22,328293
VABEMELAT,20090513,22.68,22.91,22.68,22.91,3128384
VABEMELAT,20090516,22.364,22.909,22.364,22.785,2440878
VABEMELAT,20090517,22.722,23.034,22.318,22.691,2708887
VABEMELAT,20090518,22.75,23.22,22.71,23.02,7099935
VABEMELAT,20090519,22.75,23.38,22.75,23.11,4375902
VABEMELAT,20090520,22.75,23.36,22.75,23.11,4466305
VABEMELAT,20090526,23.36,23.36,22.75,23.06,10583943
VABEMELAT,20090527,23.034,23.345,22.894,23.158,6492368
VABEMELAT,20090530,23.2,23.22,22.92,23.19,4545235
VABEMELAT,20090531,23.03,23.25,22.91,23.17,5788385
VABEMELAT,20090601,23.158,23.158,22.831,23.127,869709
VABEMELAT,20090602,22.83,22.96,22.75,23.08,880495
VABEMELAT,20090603,22.89,23.13,22.89,23.06,1368031
VABEMELAT,20090606,22.64,22.91,22.64,22.99,1466006
VABEMELAT,20090607,22.68,23.1,22.68,22.97,2788842
VABEMELAT,20090608,22.99,23.06,22.89,22.97,4109486
VABEMELAT,20090609,22.75,23.06,22.75,22.97,2430908
VABEMELAT,20090610,22.61,23.17,22.61,22.99,2687050
VABEMELAT,20090613,22.91,22.91,22.63,22.91,2142402
VABEMELAT,20090614,22.6,22.89,22.36,22.43,9021000
VABEMELAT,20090615,22.33,22.96,21.93,22.38,2248475
VABEMELAT,20090616,21.98,22.6,21.98,22.49,8532558
