InsCode,Symbol,DEven,PClosing,PDrCotVal,ZTotTran,QTotTran5J,QTotCap,PriceMin,PriceMax,PriceYesterday,PriceFirst
26787658273107220,همراه,20101201,1000.00,1000.00,0,0,0.00,0.00,0.00,0.00,0.00
26787658273107220,همراه,20101204,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101205,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101206,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101207,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101208,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101211,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101212,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101213,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101214,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101218,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
26787658273107220,همراه,20101219,34950.00,34950.00,732,112590000,3935020500000.00,34950.00,34950.00,1000.00,34950.00
26787658273107220,همراه,20101220,36697.00,36697.00,97,274075,10057730275.00,36697.00,36697.00,34950.00,36697.00
26787658273107220,همراه,20101221,38486.00,38531.00,7471,28532764,1098112342715.00,37500.00,38531.00,36697.00,38200.00
26787658273107220,همراه,20101222,38331.00,38000.00,3297,7198250,275916614832.00,37500.00,38800.00,38486.00,38486.00
26787658273107220,همراه,20101225,37943.00,37802.00,1490,2460574,93361816727.00,37602.00,38278.00,38331.00,37805.00
26787658273107220,همراه,20101226,38019.00,37750.00,952,2142528,81456281717.00,37740.00,38349.00,37943.00,38200.00
26787658273107220,همراه,20101227,37219.00,36900.00,1287,2284484,85025275485.00,36750.00,37997.00,38019.00,37800.00
26787658273107220,همراه,20101228,36401.00,36652.00,1050,2640476,96116434622.00,36050.00,36999.00,37219.00,36610.00
26787658273107220,همراه,20101229,37494.00,37650.00,792,2040910,76522817561.00,36263.00,37899.00,36401.00,36263.00
26787658273107220,همراه,20110101,37319.00,37300.00,503,1300871,48547822410.00,37102.00,37990.00,37494.00,37600.00
26787658273107220,همراه,20110102,37509.00,37501.00,551,1171093,43926705844.00,37047.00,37698.00,37319.00,37249.00
26787658273107220,همراه,20110103,38288.00,38500.00,1048,2642975,101193603397.00,37500.00,38640.00,37509.00,37500.00
26787658273107220,همراه,20110104,39538.00,39680.00,1285,3391433,134090886908.00,38700.00,39985.00,38288.00,38700.00
26787658273107220,همراه,20110105,40868.00,40300.00,786,2893842,118266769534.00,40000.00,41512.00,39538.00,40000.00
26787658273107220,همراه,20110108,40069.00,40050.00,747,2030510,81361334634.00,39950.00,40498.00,40868.00,40300.00
26787658273107220,همراه,20110109,40507.00,40501.00,473,1192326,48297773072.00,40002.00,40988.00,40069.00,40008.00
26787658273107220,همراه,20110110,40589.00,40505.00,931,4325751,175579334164.00,39703.00,41500.00,40507.00,40605.00
26787658273107220,همراه,20110111,40286.00,41000.00,103,450750,18158870718.00,39950.00,41149.00,40589.00,39950.00
26787658273107220,همراه,20110112,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110115,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110116,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110117,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110118,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110119,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110122,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110123,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110124,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110126,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110129,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110130,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110131,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110201,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110205,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110206,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110207,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110208,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110209,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110212,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110213,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110214,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110215,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110216,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110219,40286.00,41000.00,0,0,0.00,0.00,0.00,40286.00,0.00
26787658273107220,همراه,20110220,42901.00,42600.00,1693,5966453,255966840978.00,41002.00,43990.00,40286.00,41002.00
26787658273107220,همراه,20110222,43071.00,43000.00,792,1688907,72743284502.00,42620.00,43780.00,42901.00,42700.00
26787658273107220,همراه,20110223,43486.00,43700.00,518,1318087,57317853924.00,42850.00,43700.00,43071.00,43000.00
26787658273107220,همراه,20110226,44236.00,44005.00,469,1405103,62156569172.00,43550.00,44900.00,43486.00,43550.00
26787658273107220,همراه,20110227,44585.00,44381.00,331,699515,31187926263.00,44251.00,44799.00,44236.00,44251.00
26787658273107220,همراه,20110228,43961.00,43760.00,280,420132,18469281636.00,43608.00,44600.00,44585.00,44600.00
26787658273107220,همراه,20110301,42841.00,43011.00,494,1936494,82961782920.00,42501.00,43800.00,43961.00,43800.00
26787658273107220,همراه,20110302,43028.00,43114.00,1001,21656689,931851865835.00,43000.00,43800.00,42841.00,43001.00
26787658273107220,همراه,20110305,43120.00,43120.00,951,7353063,317061095525.00,43100.00,43649.00,43028.00,43299.00
26787658273107220,همراه,20110306,43204.00,43122.00,274,335143,14479523399.00,43100.00,43400.00,43120.00,43270.00
26787658273107220,همراه,20110307,43110.00,43080.00,247,615783,26546706373.00,43029.00,43300.00,43204.00,43100.00
26787658273107220,همراه,20110308,43277.00,43400.00,430,1277853,55301326847.00,43111.00,43500.00,43110.00,43250.00
26787658273107220,همراه,20110309,43619.00,44000.00,614,15824245,690237724428.00,43500.00,44480.00,43277.00,43500.00
26787658273107220,همراه,20110312,44018.00,44000.00,875,4687462,206333476595.00,43981.00,44399.00,43619.00,44099.00
26787658273107220,همراه,20110313,44278.00,44500.00,586,2475765,109621058138.00,44032.00,44900.00,44018.00,44032.00
26787658273107220,همراه,20110314,44280.00,45450.00,842,36437626,1613448220740.00,44220.00,45848.00,44278.00,44700.00
26787658273107220,همراه,20110315,46466.00,46494.00,1557,1924631,89429674648.00,46000.00,46494.00,44280.00,46000.00
26787658273107220,همراه,20110316,48458.00,48500.00,737,1182676,57309695780.00,48000.00,48597.00,46466.00,48000.00
26787658273107220,همراه,20110319,49095.00,49000.00,511,1739228,85387921954.00,48410.00,49970.00,48458.00,48942.00
26787658273107220,همراه,20110326,51019.00,51549.00,226,423313,21597189617.00,49053.00,51549.00,49095.00,49499.00
26787658273107220,همراه,20110327,52350.00,51200.00,570,1238816,64852152071.00,51200.00,53569.00,51019.00,53001.00
26787658273107220,همراه,20110328,51594.00,51652.00,400,2469722,127422785954.00,51000.00,51999.00,52350.00,51400.00
26787658273107220,همراه,20110329,51821.00,52000.00,456,1015917,52645997031.00,50000.00,52500.00,51594.00,52000.00
26787658273107220,همراه,20110330,50923.00,50501.00,393,851203,43345739480.00,50500.00,51999.00,51821.00,51999.00
26787658273107220,همراه,20110403,50373.00,50100.00,371,555333,27973874531.00,50100.00,50898.00,50923.00,50800.00
26787658273107220,همراه,20110404,52039.00,52190.00,540,1615659,84078065499.00,50120.00,52500.00,50373.00,50120.00
26787658273107220,همراه,20110405,52804.00,52500.00,518,1459095,77045905334.00,52053.00,53190.00,52039.00,52880.00
26787658273107220,همراه,20110406,52734.00,52700.00,631,2593832,136783749677.00,52102.00,54000.00,52804.00,52900.00
26787658273107220,همراه,20110409,52409.00,50110.00,556,1776100,93083746034.00,50100.00,53999.00,52734.00,53500.00
26787658273107220,همراه,20110410,51053.00,50600.00,376,1037412,52962628859.00,50212.00,52229.00,52409.00,52229.00
26787658273107220,همراه,20110411,51423.00,51000.00,277,648877,33367063564.00,50590.00,52100.00,51053.00,50590.00
26787658273107220,همراه,20110412,51989.00,52490.00,580,1592438,82788543104.00,50800.00,52499.00,51423.00,51000.00
26787658273107220,همراه,20110413,52927.00,52523.00,470,1373149,72677166808.00,52522.00,53900.00,51989.00,53000.00
26787658273107220,همراه,20110416,52173.00,52000.00,255,648374,33827650229.00,51889.00,53500.00,52927.00,52927.00
26787658273107220,همراه,20110417,52769.00,52800.00,414,1679104,88604303757.00,52400.00,53000.00,52173.00,52510.00
26787658273107220,همراه,20110418,52814.00,52500.00,437,1129095,59632173038.00,52500.00,53000.00,52769.00,52802.00
26787658273107220,همراه,20110419,52081.00,52201.00,238,578887,30148842609.00,51541.00,52997.00,52814.00,52900.00
26787658273107220,همراه,20110420,52262.00,52400.00,277,761623,39803802898.00,52081.00,52797.00,52081.00,52797.00
26787658273107220,همراه,20110423,52835.00,52630.00,537,1502854,79402988048.00,52300.00,53200.00,52262.00,52500.00
26787658273107220,همراه,20110424,52684.00,52700.00,1015,2735121,144096335944.00,52303.00,52999.00,52835.00,52803.00
26787658273107220,همراه,20110425,52684.00,52700.00,0,0,0.00,0.00,0.00,52684.00,0.00
26787658273107220,همراه,20110426,52684.00,52700.00,0,0,0.00,0.00,0.00,52684.00,0.00
26787658273107220,همراه,20110427,52684.00,52700.00,0,0,0.00,0.00,0.00,52684.00,0.00
26787658273107220,همراه,20110430,52684.00,52700.00,0,0,0.00,0.00,0.00,52684.00,0.00
26787658273107220,همراه,20110501,47684.00,52700.00,0,0,0.00,0.00,0.00,52684.00,0.00
26787658273107220,همراه,20110502,45270.00,45008.00,1491,12250362,554577073531.00,44211.00,46550.00,47684.00,46000.00
26787658273107220,همراه,20110503,43530.00,44200.00,933,4647241,202295502629.00,43007.00,45000.00,45270.00,45000.00
26787658273107220,همراه,20110504,44404.00,44880.00,742,17828724,791670814572.00,44000.00,45008.00,43530.00,44000.00
26787658273107220,همراه,20110508,42733.00,42740.00,420,1352896,57813782654.00,42500.00,44350.00,44404.00,44350.00
26787658273107220,همراه,20110509,43930.00,44000.00,167,285829,12556415004.00,43220.00,44500.00,42733.00,43220.00
26787658273107220,همراه,20110510,43514.00,43215.00,234,367966,16011528749.00,43000.00,44799.00,43930.00,44799.00
26787658273107220,همراه,20110511,43004.00,43011.00,255,983211,42282164868.00,42950.00,43988.00,43514.00,43988.00
26787658273107220,همراه,20110514,42987.00,43000.00,49,257582,11072567590.00,42701.00,43100.00,43004.00,43000.00
26787658273107220,همراه,20110515,42907.00,42501.00,245,526219,22578687392.00,42501.00,43088.00,42987.00,43001.00
26787658273107220,همراه,20110516,41530.00,41711.00,541,1859847,77239299922.00,40762.00,42670.00,42907.00,42501.00
26787658273107220,همراه,20110517,42020.00,42022.00,184,394295,16568375168.00,40775.00,42300.00,41530.00,40799.00
26787658273107220,همراه,20110518,42948.00,42820.00,165,322804,13863687678.00,42400.00,43499.00,42020.00,42400.00
26787658273107220,همراه,20110521,42508.00,42600.00,117,306090,13011188364.00,42110.00,43100.00,42948.00,43000.00
26787658273107220,همراه,20110522,42224.00,42500.00,171,752651,31779948591.00,42000.00,42850.00,42508.00,42850.00
26787658273107220,همراه,20110523,42132.00,42490.00,184,417943,17608723422.00,42000.00,42499.00,42224.00,42499.00
26787658273107220,همراه,20110524,42612.00,42500.00,166,431180,18373242613.00,42117.00,43000.00,42132.00,42150.00
26787658273107220,همراه,20110525,41929.00,41935.00,216,605048,25368938901.00,41803.00,42500.00,42612.00,42500.00
26787658273107220,همراه,20110528,41684.00,41789.00,234,694405,28945670722.00,41105.00,42000.00,41929.00,41105.00
26787658273107220,همراه,20110529,40556.00,40798.00,330,1487260,60317636472.00,40402.00,41002.00,41684.00,41000.00
26787658273107220,همراه,20110530,41312.00,42300.00,157,322549,13325105724.00,40021.00,42300.00,40556.00,40021.00
26787658273107220,همراه,20110531,42332.00,42590.00,124,265309,11231037545.00,42003.00,42590.00,41312.00,42500.00
26787658273107220,همراه,20110601,42173.00,42500.00,125,353084,14890761092.00,41580.00,42500.00,42332.00,42201.00
26787658273107220,همراه,20110606,42082.00,42300.00,97,441165,18565064842.00,41906.00,42381.00,42173.00,41906.00
26787658273107220,همراه,20110607,42010.00,42200.00,122,605916,25454709595.00,41614.00,42399.00,42082.00,41614.00
26787658273107220,همراه,20110608,42156.00,42300.00,105,201226,8482942546.00,41900.00,42495.00,42010.00,42300.00
26787658273107220,همراه,20110611,41941.00,41850.00,146,559823,23479720692.00,41707.00,42400.00,42156.00,42399.00
26787658273107220,همراه,20110612,41921.00,42300.00,116,490736,20571963793.00,41753.00,42300.00,41941.00,42000.00
26787658273107220,همراه,20110613,42023.00,42200.00,117,360983,15169552768.00,41781.00,42284.00,41921.00,42284.00
26787658273107220,همراه,20110614,42038.00,42300.00,99,237169,9970126434.00,41999.00,42300.00,42023.00,41999.00
26787658273107220,همراه,20110615,41975.00,42100.00,79,111691,4688202000.00,41753.00,42150.00,42038.00,42000.00
26787658273107220,همراه,20110618,42191.00,42200.00,64,71531,3017994565.00,42001.00,42300.00,41975.00,42300.00
26787658273107220,همراه,20110619,42061.00,42450.00,89,165647,6967257259.00,41928.00,42450.00,42191.00,42104.00
26787658273107220,همراه,20110620,42014.00,41999.00,67,176116,7399345058.00,41905.00,42300.00,42061.00,41906.00
26787658273107220,همراه,20110621,42007.00,42200.00,106,427281,17948959161.00,41902.00,42200.00,42014.00,41905.00
26787658273107220,همراه,20110622,42023.00,42052.00,58,68567,2881379946.00,41920.00,42150.00,42007.00,41920.00
26787658273107220,همراه,20110625,41997.00,41901.00,63,78950,3315638073.00,41901.00,42001.00,42023.00,42000.00
26787658273107220,همراه,20110626,41828.00,41202.00,93,437878,18315514825.00,40600.00,41999.00,41997.00,41997.00
26787658273107220,همراه,20110627,39916.00,39737.00,158,1514025,60433999541.00,39737.00,41200.00,41828.00,41200.00
26787658273107220,همراه,20110628,41284.00,41600.00,136,418987,17297406597.00,38700.00,41848.00,39916.00,38700.00
26787658273107220,همراه,20110629,42352.00,42021.00,144,170847,7235736415.00,41994.00,42980.00,41284.00,41999.00
26787658273107220,همراه,20110702,42272.00,42250.00,85,102730,4342647058.00,42000.00,42499.00,42352.00,42000.00
26787658273107220,همراه,20110703,41961.00,42000.00,60,129701,5442344088.00,41703.00,42001.00,42272.00,42000.00
26787658273107220,همراه,20110704,41966.00,41969.00,53,201788,8468271371.00,41813.00,42000.00,41961.00,41813.00
26787658273107220,همراه,20110705,41939.00,41940.00,41,35568,1491693847.00,41632.00,42000.00,41966.00,42000.00
26787658273107220,همراه,20110706,41959.00,41800.00,67,129522,5434623351.00,41505.00,42000.00,41939.00,41950.00
26787658273107220,همراه,20110709,41885.00,41807.00,91,238190,9976694022.00,41719.00,42020.00,41959.00,41950.00
26787658273107220,همراه,20110710,41720.00,41401.00,77,163557,6823643745.00,41400.00,41998.00,41885.00,41880.00
26787658273107220,همراه,20110711,41683.00,41669.00,84,56627,2360372059.00,41026.00,41979.00,41720.00,41699.00
26787658273107220,همراه,20110712,40604.00,40554.00,17,9696,393696652.00,40170.00,41440.00,41683.00,40170.00
26787658273107220,همراه,20110713,41046.00,41268.00,19,12985,532976367.00,40604.00,41299.00,40604.00,40604.00
26787658273107220,همراه,20110716,41056.00,41004.00,27,8923,366343132.00,41001.00,41200.00,41046.00,41001.00
26787658273107220,همراه,20110718,41406.00,41101.00,61,184869,7654623432.00,41000.00,41900.00,41056.00,41005.00
26787658273107220,همراه,20110719,41902.00,42000.00,119,412238,17273523272.00,41001.00,42000.00,41406.00,41001.00
26787658273107220,همراه,20110720,42000.00,42000.00,85,517945,21753917519.00,41902.00,42039.00,41902.00,41902.00
26787658273107220,همراه,20110723,42474.00,42724.00,108,375474,15948059916.00,42000.00,42800.00,42000.00,42000.00
26787658273107220,همراه,20110724,43425.00,43157.00,122,273346,11869914894.00,42650.00,43889.00,42474.00,42650.00
26787658273107220,همراه,20110725,42977.00,43000.00,102,503536,21640614128.00,42650.00,43900.00,43425.00,43900.00
26787658273107220,همراه,20110726,42930.00,43150.00,68,180440,7746250061.00,41051.00,43150.00,42977.00,43000.00
26787658273107220,همراه,20110727,43005.00,42726.00,46,116782,5022260795.00,42726.00,43200.00,42930.00,43000.00
26787658273107220,همراه,20110730,42804.00,43000.00,45,109945,4706079044.00,42500.00,43000.00,43005.00,42900.00
26787658273107220,همراه,20110731,42693.00,42504.00,34,27708,1182945806.00,42500.00,43000.00,42804.00,42528.00
26787658273107220,همراه,20110801,42986.00,42900.00,68,171307,7363764913.00,42100.00,43040.00,42693.00,42500.00
26787658273107220,همراه,20110802,42603.00,42607.00,13,5833,248501890.00,42400.00,43000.00,42986.00,42800.00
26787658273107220,همراه,20110803,42985.00,42680.00,91,290559,12489545671.00,42610.00,43099.00,42603.00,42610.00
26787658273107220,همراه,20110806,42521.00,42600.00,42,58644,2493609623.00,42501.00,42661.00,42985.00,42661.00
26787658273107220,همراه,20110807,42914.00,42504.00,40,172442,7400162329.00,42500.00,43300.00,42521.00,42900.00
26787658273107220,همراه,20110808,42507.00,42500.00,50,168490,7161963461.00,42500.00,42664.00,42914.00,42500.00
26787658273107220,همراه,20110809,42487.00,42500.00,54,175969,7476412042.00,42302.00,42500.00,42507.00,42500.00
26787658273107220,همراه,20110810,42487.00,42411.00,46,77037,3273074721.00,42404.00,42600.00,42487.00,42499.00
26787658273107220,همراه,20110813,42950.00,43000.00,133,534081,22938749055.00,42400.00,43000.00,42487.00,42400.00
26787658273107220,همراه,20110814,43033.00,43030.00,80,170171,7322979970.00,42801.00,43290.00,42950.00,43089.00
26787658273107220,همراه,20110815,43262.00,43303.00,95,180755,7819882878.00,43002.00,43500.00,43033.00,43010.00
26787658273107220,همراه,20110816,43635.00,43700.00,75,193096,8425757004.00,43350.00,43800.00,43262.00,43350.00
26787658273107220,همراه,20110817,44870.00,45000.00,231,964604,43282041120.00,43702.00,45001.00,43635.00,43702.00
26787658273107220,همراه,20110820,44938.00,44900.00,90,88362,3970826002.00,44017.00,45300.00,44870.00,44017.00
26787658273107220,همراه,20110821,44673.00,44703.00,55,124333,5554361170.00,44551.00,44967.00,44938.00,44590.00
26787658273107220,همراه,20110823,45016.00,44609.00,112,613972,27638518941.00,44609.00,45198.00,44673.00,44874.00
26787658273107220,همراه,20110824,45000.00,45200.00,62,2448099,110163417960.00,44615.00,45200.00,45016.00,44615.00
26787658273107220,همراه,20110827,44991.00,44999.00,60,135974,6117558821.00,44702.00,45000.00,45000.00,44702.00
26787658273107220,همراه,20110828,44974.00,45000.00,55,80108,3602779504.00,44500.00,45000.00,44991.00,44800.00
26787658273107220,همراه,20110829,45165.00,45020.00,90,766978,34640379575.00,44700.00,45399.00,44974.00,44800.00
26787658273107220,همراه,20110830,45141.00,45001.00,51,58211,2627685074.00,45000.00,45500.00,45165.00,45450.00
26787658273107220,همراه,20110831,45141.00,45001.00,0,0,0.00,0.00,0.00,45141.00,0.00
26787658273107220,همراه,20110903,45892.00,46100.00,78,58576,2688154932.00,45497.00,46100.00,45141.00,45499.00
26787658273107220,همراه,20110904,46506.00,46250.00,80,1155799,53751405371.00,46250.00,46985.00,45892.00,46300.00
26787658273107220,همراه,20110905,46427.00,46498.00,27,28651,1330187828.00,46251.00,46500.00,46506.00,46469.00
26787658273107220,همراه,20110906,46404.00,46450.00,41,79360,3682640901.00,46001.00,46470.00,46427.00,46001.00
26787658273107220,همراه,20110907,46882.00,47100.00,125,530293,24861391039.00,46120.00,47502.00,46404.00,46361.00
26787658273107220,همراه,20110910,47250.00,47260.00,37,14807,699631281.00,47005.00,47650.00,46882.00,47099.00
26787658273107220,همراه,20110911,47177.00,47213.00,40,28029,1322325232.00,47003.00,47300.00,47250.00,47003.00
26787658273107220,همراه,20110912,47979.00,48150.00,89,259860,12467897859.00,47177.00,48300.00,47177.00,47177.00
26787658273107220,همراه,20110913,47326.00,46900.00,96,464822,21997956380.00,46900.00,48175.00,47979.00,48175.00
26787658273107220,همراه,20110914,47264.00,47250.00,46,73956,3495448874.00,47000.00,47295.00,47326.00,47000.00
26787658273107220,همراه,20110917,47297.00,47301.00,37,44081,2084885265.00,47000.00,47896.00,47264.00,47000.00
26787658273107220,همراه,20110918,47481.00,47378.00,51,55461,2633345762.00,47320.00,47700.00,47297.00,47498.00
26787658273107220,همراه,20110919,47364.00,47500.00,46,90769,4299226181.00,47251.00,47580.00,47481.00,47301.00
26787658273107220,همراه,20110920,47922.00,47800.00,98,521070,24970534234.00,47301.00,48900.00,47364.00,47301.00
26787658273107220,همراه,20110921,47665.00,48000.00,300,1232584,58751700364.00,47580.00,48200.00,47922.00,48003.00
26787658273107220,همراه,20110925,48050.00,48488.00,64,583629,28043471494.00,47360.00,48500.00,47665.00,47360.00
26787658273107220,همراه,20110926,47889.00,47890.00,78,1534616,73490574253.00,47700.00,48050.00,48050.00,48050.00
26787658273107220,همراه,20110927,47978.00,48000.00,37,40900,1962305925.00,47800.00,48001.00,47889.00,47800.00
26787658273107220,همراه,20110928,48117.00,48200.00,74,154813,7449183956.00,47900.00,48386.00,47978.00,48188.00
26787658273107220,همراه,20111001,48240.00,48211.00,54,113131,5457390831.00,48100.00,48350.00,48117.00,48200.00
26787658273107220,همراه,20111002,48500.00,48600.00,154,1011221,49044714254.00,48002.00,48700.00,48240.00,48201.00
26787658273107220,همراه,20111003,48974.00,49256.00,76,115509,5656911529.00,48500.00,49500.00,48500.00,48500.00
26787658273107220,همراه,20111004,50079.00,49901.00,158,318926,15971512382.00,49798.00,50521.00,48974.00,49800.00
26787658273107220,همراه,20111005,50845.00,50500.00,199,378282,19233805380.00,50012.00,52000.00,50079.00,51000.00
26787658273107220,همراه,20111008,50010.00,50000.00,119,5168998,258500620216.00,49990.00,50900.00,50845.00,50900.00
26787658273107220,همراه,20111009,49971.00,50000.00,97,2252003,112535314564.00,49400.00,50097.00,50010.00,49903.00
26787658273107220,همراه,20111010,49937.00,50015.00,72,65342,3262986095.00,49400.00,50088.00,49971.00,49900.00
26787658273107220,همراه,20111011,49999.00,50027.00,60,268106,13405069312.00,49910.00,50049.00,49937.00,50000.00
26787658273107220,همراه,20111012,50052.00,50101.00,109,5397729,270169169534.00,49998.00,50570.00,49999.00,50100.00
26787658273107220,همراه,20111015,49983.00,49907.00,103,579537,28966856388.00,49901.00,50002.00,50052.00,50000.00
