InsCode,Symbol,DEven,PClosing,PDrCotVal,ZTotTran,QTotTran5J,QTotCap,PriceMin,PriceMax,PriceYesterday,PriceFirst
47377315952751604,بسويچ,20030531,7200.00,7200.00,260,2408030,17350866825.00,7200.00,7251.00,7230.00,7230.00
47377315952751604,بسويچ,20030607,7560.00,7560.00,1,2000,15120000.00,7560.00,7560.00,7200.00,7560.00
47377315952751604,بسويچ,20030608,7499.00,7499.00,37,109604,853651426.00,7499.00,7938.00,7560.00,7938.00
47377315952751604,بسويچ,20030609,7350.00,7350.00,13,20325,149388750.00,7350.00,7350.00,7499.00,7350.00
47377315952751604,بسويچ,20030610,7350.00,7350.00,19,19137,140440079.00,7300.00,7352.00,7350.00,7300.00
47377315952751604,بسويچ,20030611,7350.00,7350.00,83,146655,1069094250.00,7200.00,7350.00,7350.00,7350.00
47377315952751604,بسويچ,20030614,7250.00,7250.00,94,58903,429166900.00,7250.00,7300.00,7350.00,7300.00
47377315952751604,بسويچ,20030615,7270.00,7270.00,39,149627,1084125464.00,7236.00,7270.00,7250.00,7250.00
47377315952751604,بسويچ,20030616,7200.00,7200.00,43,34000,246050000.00,7200.00,7250.00,7270.00,7250.00
47377315952751604,بسويچ,20030617,7200.00,7200.00,67,47980,349327395.00,7200.00,7300.00,7200.00,7200.00
47377315952751604,بسويچ,20030618,7200.00,7200.00,147,58500,421197679.00,7197.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030621,7195.00,7195.00,6,30000,215950000.00,7195.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030622,7146.00,7146.00,6,11759,84039317.00,7146.00,7180.00,7195.00,7180.00
47377315952751604,بسويچ,20030623,6900.00,6900.00,2,10000,69750000.00,6900.00,7050.00,7146.00,7050.00
47377315952751604,بسويچ,20030624,6900.00,6900.00,1,259,1787100.00,6900.00,6900.00,6900.00,6900.00
47377315952751604,بسويچ,20030625,6890.00,6890.00,2,1794,12130400.00,6600.00,6890.00,6900.00,6600.00
47377315952751604,بسويچ,20030628,7200.00,7200.00,23,40609,285328647.00,6750.00,7200.00,6890.00,6890.00
47377315952751604,بسويچ,20030629,7245.00,7245.00,5,6070,43976150.00,7244.00,7245.00,7200.00,7245.00
47377315952751604,بسويچ,20030702,7240.00,7240.00,9,12445,90051725.00,7230.00,7240.00,7245.00,7237.00
47377315952751604,بسويچ,20030705,7200.00,7200.00,5,8025,57780000.00,7200.00,7200.00,7240.00,7200.00
47377315952751604,بسويچ,20030706,7350.00,7350.00,29,77863,568105900.00,7200.00,7350.00,7200.00,7239.00
47377315952751604,بسويچ,20030707,7350.00,7350.00,6,11200,82820000.00,7350.00,7450.00,7350.00,7450.00
47377315952751604,بسويچ,20030708,7350.00,7350.00,18,7663,56323050.00,7350.00,7350.00,7350.00,7350.00
47377315952751604,بسويچ,20030809,7200.00,7200.00,1,1000,7200000.00,7200.00,7200.00,7350.00,7200.00
47377315952751604,بسويچ,20030810,7200.00,7200.00,24,15970,114957360.00,7193.00,7200.00,7200.00,7195.00
47377315952751604,بسويچ,20030811,7200.00,7200.00,11,21510,154872000.00,7200.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030812,7200.00,7200.00,11,26956,194083200.00,7200.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030813,7200.00,7200.00,1,2700,19440000.00,7200.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030817,7200.00,7200.00,2,4349,31312800.00,7200.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030818,7200.00,7200.00,6,18492,133142400.00,7200.00,7200.00,7200.00,7200.00
47377315952751604,بسويچ,20030824,7200.00,7200.00,2,100,719802.00,7198.00,7200.00,7200.00,7198.00
47377315952751604,بسويچ,20030826,7200.00,7200.00,2,1000,7167033.00,7167.00,7200.00,7200.00,7167.00
47377315952751604,بسويچ,20030830,7180.00,7180.00,33,116950,839734288.00,7140.00,7200.00,7200.00,7141.00
47377315952751604,بسويچ,20030831,7200.00,7200.00,22,95881,690335570.00,7199.00,7205.00,7180.00,7200.00
47377315952751604,بسويچ,20030901,7200.00,7200.00,6,11554,83777634.00,7200.00,7253.00,7200.00,7252.00
47377315952751604,بسويچ,20030902,7200.00,7200.00,16,52985,384140750.00,7200.00,7250.00,7200.00,7250.00
47377315952751604,بسويچ,20030903,7200.00,7200.00,7,21346,154758000.00,7200.00,7250.00,7200.00,7250.00
47377315952751604,بسويچ,20030906,7200.00,7200.00,2,1010,7322000.00,7200.00,7250.00,7200.00,7250.00
47377315952751604,بسويچ,20030907,7200.00,7200.00,4,11610,83922000.00,7200.00,7250.00,7200.00,7250.00
47377315952751604,بسويچ,20030908,7200.00,7200.00,7,18410,133472000.00,7200.00,7250.00,7200.00,7250.00
47377315952751604,بسويچ,20030909,7243.00,7243.00,18,72670,526339970.00,7200.00,7400.00,7200.00,7200.00
47377315952751604,بسويچ,20030913,7401.00,7401.00,18,123554,914423154.00,7401.00,7401.00,7243.00,7401.00
47377315952751604,بسويچ,20030914,7350.00,7350.00,12,80000,588000000.00,7350.00,7350.00,7401.00,7350.00
47377315952751604,بسويچ,20030922,7349.00,7349.00,2,145,1062635.00,7327.00,7349.00,7350.00,7327.00
47377315952751604,بسويچ,20030923,7348.00,7348.00,3,144,1054092.00,7318.00,7348.00,7349.00,7318.00
47377315952751604,بسويچ,20031001,7320.00,7320.00,3,5010,36323200.00,7250.00,7320.00,7348.00,7250.00
47377315952751604,بسويچ,20031004,7200.00,7200.00,5,18000,129600000.00,7200.00,7200.00,7320.00,7200.00
