<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
ZOB_Share,d,20120208,000000,1304.0000,1304.0000,1304.0000,1304.0000,248387500,1304.0000,None,46320
ZOB_Share,d,20120212,000000,1369.0000,1369.0000,1320.0000,1365.0000,75848282,1365.0000,None,46320
ZOB_Share,d,20120213,000000,1379.0000,1397.0000,1301.0000,1350.0000,23435322,1350.0000,None,46320
ZOB_Share,d,20120214,000000,1320.0000,1324.0000,1293.0000,1304.0000,12352753,1304.0000,None,46320
ZOB_Share,d,20120215,000000,1311.0000,1324.0000,1282.0000,1301.0000,9402675,1301.0000,None,46320
ZOB_Share,d,20120218,000000,1290.0000,1323.0000,1290.0000,1306.0000,10763775,1306.0000,None,46320
ZOB_Share,d,20120219,000000,1300.0000,1313.0000,1268.0000,1295.0000,8287222,1295.0000,None,46320
ZOB_Share,d,20120220,000000,1251.0000,1270.0000,1235.0000,1249.0000,7255902,1249.0000,None,46320
ZOB_Share,d,20120318,000000,1450.0000,1549.0000,1402.0000,1478.0000,50477765,1478.0000,None,46320
ZOB_Share,d,20120324,000000,1551.0000,1551.0000,1551.0000,1551.0000,780221,1551.0000,None,46320
ZOB_Share,d,20120325,000000,1628.0000,1628.0000,1628.0000,1628.0000,1107443,1628.0000,None,46320
ZOB_Share,d,20120326,000000,1683.0000,1709.0000,1580.0000,1676.0000,35810039,1676.0000,None,46320
ZOB_Share,d,20120327,000000,1750.0000,1759.0000,1740.0000,1757.0000,6474176,1757.0000,None,46320
ZOB_Share,d,20120328,000000,1844.0000,1844.0000,1844.0000,1844.0000,468277,1844.0000,None,46320
ZOB_Share,d,20120402,000000,1899.0000,1925.0000,1822.0000,1881.0000,44896673,1881.0000,None,46320
ZOB_Share,d,20120403,000000,1821.0000,1830.0000,1787.0000,1796.0000,12919026,1796.0000,None,46320
ZOB_Share,d,20120404,000000,1752.0000,1810.0000,1748.0000,1782.0000,12630819,1782.0000,None,46320
ZOB_Share,d,20120407,000000,1770.0000,1868.0000,1770.0000,1848.0000,11614226,1848.0000,None,46320
ZOB_Share,d,20120408,000000,1900.0000,1940.0000,1850.0000,1930.0000,22050791,1930.0000,None,46320
ZOB_Share,d,20120409,000000,1931.0000,1965.0000,1900.0000,1922.0000,6497534,1922.0000,None,46320
ZOB_Share,d,20120410,000000,1970.0000,2018.0000,1968.0000,1995.0000,15758626,1995.0000,None,46320
ZOB_Share,d,20120411,000000,2000.0000,2094.0000,1990.0000,2064.0000,11247915,2064.0000,None,46320
