Symbol,DEven,PriceFirst,PriceMax,PriceMin,PClosing,QTotTran5J
BESWITHC,20080816,74.27,74.52,74.27,74.48,74510
BESWITHC,20080818,74.76,74.76,74.48,74.48,11000
BESWITHC,20080819,74.69,74.69,74.41,74.47,44474
BESWITHC,20080823,74.78,74.78,74.49,74.49,5010
BESWITHC,20080824,74.81,74.81,74.67,74.67,40010
BESWITHC,20080825,74.99,74.99,74.99,74.99,86000
BESWITHC,20080826,75.32,75.32,75.01,75.01,5010
BESWITHC,20080831,75.34,75.34,75.06,75.06,11610
BESWITHC,20080901,75.39,75.39,75.08,75.08,5010
BESWITHC,20080909,75.41,75.41,75.41,75.41,50
BESWITHC,20080910,75.75,75.75,75.75,75.75,9231
BESWITHC,20080913,75.755,75.762,75.748,75.748,109410
BESWITHC,20080914,75.741,76.076,75.741,75.776,14097
BESWITHC,20080916,76.12,76.12,75.85,75.85,15060
BESWITHC,20080917,76.2,76.2,76.14,76.14,60010
BESWITHC,20080920,76.5,76.5,76.15,76.21,14710
BESWITHC,20080921,76.57,76.57,76.31,76.31,20010
BESWITHC,20080923,76.68,76.68,76.59,76.59,56392
BESWITHC,20080929,76.97,76.97,76.6,76.6,1870
BESWITHC,20081007,76.977,76.977,76.704,76.704,20010
BESWITHC,20081008,77.08,77.08,76.84,76.84,26510
BESWITHC,20081011,77.23,77.23,77.21,77.22,317748
BESWITHC,20081013,77.605,77.619,77.207,77.41,36560
BESWITHC,20081014,77.808,77.808,77.535,77.535,23010
BESWITHC,20081015,77.94,77.94,77.56,77.56,4984
BESWITHC,20081027,77.97,77.97,77.62,77.62,10010
BESWITHC,20081029,78.02,78.02,77.79,77.79,30010
BESWITHC,20081101,78.2,78.2,77.79,77.79,1510
BESWITHC,20081102,78.206,78.206,78.066,78.066,47200
BESWITHC,20081103,78.48,78.48,78.09,78.09,4985
BESWITHC,20081109,78.51,78.51,78.15,78.15,10010
BESWITHC,20081110,78.576,78.576,78.255,78.255,17660
BESWITHC,20081111,78.68,78.68,78.26,78.26,1010
BESWITHC,20081126,78.69,78.69,78.29,78.29,5010
BESWITHC,20081201,78.72,78.72,78.33,78.33,7310
BESWITHC,20081203,78.76,78.76,78.65,78.65,56925
BESWITHC,20081206,79.09,79.09,79.09,78.7,9345
BESWITHC,20081207,78.71,78.71,78.26,78.67,8000
BESWITHC,20081208,79.08,79.09,79.08,78.87,34800
BESWITHC,20081210,79.09,79.09,79.09,78.89,7154
BESWITHC,20081213,79.34,79.34,79.34,78.99,15500
BESWITHC,20081215,79.43,79.43,79.43,78.99,1000
BESWITHC,20081222,79.44,79.44,79.44,79,1300
BESWITHC,20081223,79.448,79.448,79.448,79.002,20
BESWITHC,20081224,79.448,79.448,79.448,79.03,4000
BESWITHC,20081227,79.48,79.48,79.48,79.13,16680
BESWITHC,20081228,79.57,79.57,79.57,79.14,1000
BESWITHC,20081229,79.6,79.6,79.15,79.15,50500
BESWITHC,20081231,79.6,79.6,79.6,79.4,40000
BESWITHC,20090104,79.65,79.65,79.65,79.41,5000
BESWITHC,20090111,79.87,79.87,79.87,79.42,900
BESWITHC,20090114,79.874,79.874,79.874,79.421,253
BESWITHC,20090118,84.86,86.33,84.86,85.6,1694
BESWITHC,20090121,88.78,89.91,88.78,88.92,16794
BESWITHC,20090124,89.761,89.761,89.761,89.558,54600
BESWITHC,20090125,90.424,90.424,90.424,89.761,16800
BESWITHC,20090128,90.63,90.63,90.63,90.13,30719
BESWITHC,20090214,84.29,84.29,84.29,84.29,10000
BESWITHC,20090215,85,85,85,84.91,62588
BESWITHC,20090217,85.63,85.63,85.01,85.22,39140
BESWITHC,20090221,85.407,85.407,84.485,85.171,7000
BESWITHC,20090222,84.44,84.44,84.44,85.06,11500
BESWITHC,20090225,84.33,85.78,84.33,85.06,3659
BESWITHC,20090228,84.395,84.395,84.395,85.036,1886
BESWITHC,20090301,85.15,85.15,85.15,85.05,9400
BESWITHC,20090304,84.32,84.32,84.32,85.04,902
BESWITHC,20090307,84.3,84.3,84.3,84.3,110000
BESWITHC,20090309,84.3,84.3,83.72,84.07,103161
BESWITHC,20090310,83.72,83.72,83.72,83.88,40000
BESWITHC,20090311,83.27,84.17,83.27,83.69,36160
BESWITHC,20090314,84.26,84.26,84.26,83.7,1894
BESWITHC,20090316,83.05,83.72,83.05,83.65,32250
BESWITHC,20090317,83.83,83.83,83.83,83.65,1000
BESWITHC,20090318,83.94,83.94,83.72,83.71,18606
BESWITHC,20090329,83.78,83.78,83.78,83.71,1750
BESWITHC,20090331,83.72,83.72,83.72,83.709,1478
BESWITHC,20090404,83.72,83.72,83.72,83.709,26871
