Symbol,DEven,PriceFirst,PriceMax,PriceMin,PClosing,QTotTran5J
SHIRAN,20080923,22.06,22.71,22.06,22.71,10010
SHIRAN,20080927,22.03,22.67,22.03,22.67,10010
SHIRAN,20080929,22,22.46,22,22.46,63078
SHIRAN,20081012,21.79,22.46,21.79,22.46,210
SHIRAN,20081014,21.79,22.11,21.79,22.11,108010
SHIRAN,20081026,21.45,22.06,21.45,22.06,15010
SHIRAN,20081101,21.4,21.4,21.4,21.4,1000
SHIRAN,20081103,20.76,21.4,20.76,21.4,1010
SHIRAN,20081104,20.76,21.39,20.76,21.39,1010
SHIRAN,20081105,20.75,21.39,20.75,21.39,2275
SHIRAN,20081111,20.75,21.39,20.75,21.39,260
SHIRAN,20081112,20.75,21.373,20.75,21.373,4540
SHIRAN,20081115,20.735,21.312,20.735,21.312,20010
SHIRAN,20081116,20.67,21.3,20.67,21.3,5010
SHIRAN,20081117,20.66,21.28,20.66,21.28,4010
SHIRAN,20081118,20.65,21.25,20.65,21.25,12010
SHIRAN,20081119,20.61,21.19,20.61,21.19,16410
SHIRAN,20081122,20.56,21.18,20.56,21.18,4924
SHIRAN,20081123,20.55,21.15,20.55,21.15,9510
SHIRAN,20081124,20.518,21.123,20.518,21.123,9510
SHIRAN,20081125,20.49,21.11,20.49,21.11,4510
SHIRAN,20081126,20.48,21.09,20.48,21.09,4510
SHIRAN,20081130,20.466,21.08,20.466,21.08,4510
SHIRAN,20081203,20.452,21.08,20.452,21.08,60
SHIRAN,20081216,20.45,20.45,20.45,21.01,21200
SHIRAN,20090105,20.39,20.39,20.39,21,3500
SHIRAN,20090111,20.38,20.38,20.38,20.99,5000
SHIRAN,20090112,20.36,20.36,20.36,20.99,1500
SHIRAN,20090114,20.357,20.357,20.357,20.972,4500
SHIRAN,20090119,20.34,20.34,20.34,20.94,9000
SHIRAN,20090120,20.32,20.32,20.32,20.94,1500
SHIRAN,20090203,20.315,20.315,20.315,20.939,500
SHIRAN,20090204,20.31,20.31,20.31,20.93,1000
SHIRAN,20090211,20.31,20.31,20.31,20.93,1000
SHIRAN,20090328,20.14,20.14,20.1,20.12,4000
SHIRAN,20090329,19.52,19.52,19.52,20.11,3000
SHIRAN,20090404,19.51,19.51,19.51,19.99,41000
SHIRAN,20090406,19.4,19.51,19.4,19.97,6792
SHIRAN,20090418,19.38,19.38,19.38,19.97,10
SHIRAN,20090420,19.38,19.38,19.38,19.92,18000
SHIRAN,20090427,19.33,19.37,19.33,19.92,2249
SHIRAN,20090509,19.32,19.32,19.32,19.92,100
SHIRAN,20090510,19.32,19.32,19.32,19.88,11000
SHIRAN,20090511,19.323,19.323,19.323,19.885,10
SHIRAN,20090518,19.29,19.29,19.29,19.885,500
SHIRAN,20090523,19.29,19.29,19.29,19.88,3920
SHIRAN,20090601,19.28,19.28,19.28,19.88,300
SHIRAN,20090602,19.28,19.32,19.28,19.81,23462
SHIRAN,20090609,19.24,19.24,19.24,19.8,2500
SHIRAN,20090614,19.33,19.33,19.33,19.78,10000
SHIRAN,20090620,19.33,19.33,19.33,19.78,510
SHIRAN,20090624,20.372,20.372,20.372,20.178,139000
SHIRAN,20090628,20.18,20.18,20.18,20.18,691
SHIRAN,20090629,20.18,20.78,20.18,20.25,36000
SHIRAN,20090630,20.858,20.858,20.858,20.253,112
SHIRAN,20090705,20.858,20.858,20.858,20.272,6000
SHIRAN,20090722,16.54,16.54,16.54,16.54,10000
SHIRAN,20090726,16.54,16.54,16.54,16.54,6380
SHIRAN,20090727,16.04,16.04,16.04,16.52,5000
SHIRAN,20090728,16.03,16.03,16.03,16.52,160
SHIRAN,20090729,16.039,16.039,16.039,16.521,150
SHIRAN,20090803,16.03,16.03,16.03,16.5,10050
SHIRAN,20090808,16.02,16.03,16.01,16.42,33095
SHIRAN,20090817,15.931,15.931,15.931,16.422,719
SHIRAN,20090824,15.94,15.94,15.94,16.42,3000
SHIRAN,20090830,15.97,15.97,15.97,16.4,8400
SHIRAN,20090923,16.89,16.89,16.89,16.47,30000
SHIRAN,20090928,16.96,16.96,16.96,16.47,320
SHIRAN,20090929,16.96,16.96,16.96,16.5,11100
SHIRAN,20091006,16.99,16.99,16.99,16.51,5867
SHIRAN,20091010,17,17,17,17,210693
SHIRAN,20091012,17.51,17.51,17.51,17.01,2786
SHIRAN,20091013,17.52,17.52,17.52,17.06,20000
SHIRAN,20091026,17.25,17.25,17.24,17.09,40217
SHIRAN,20091027,17.09,17.09,17.09,17.09,51139
SHIRAN,20091028,17.093,17.093,17.093,17.093,8500
SHIRAN,20091031,17.197,17.197,17.15,17.102,30000
SHIRAN,20091101,17.61,17.61,17.61,17.25,59743
SHIRAN,20091103,17.28,17.28,17.28,17.25,885
SHIRAN,20091107,17.29,17.29,17.29,17.25,5
SHIRAN,20091108,17.72,17.72,17.72,17.27,10000
SHIRAN,20091109,17.87,17.87,17.87,17.29,5000
SHIRAN,20091110,17.89,17.89,17.89,17.3,5000
SHIRAN,20091202,17.905,17.905,17.905,17.31,2435
SHIRAN,20091205,17.91,17.91,17.91,17.32,3000
SHIRAN,20091209,17.92,17.92,17.92,17.32,59
SHIRAN,20091215,17.924,17.924,17.924,17.32,80
SHIRAN,20091216,17.924,17.924,17.924,17.362,14220
SHIRAN,20091220,17.97,17.97,17.97,17.37,3000
SHIRAN,20091221,17.91,17.91,17.91,17.39,8047
SHIRAN,20091222,18,18,18,17.47,26112
SHIRAN,20091223,18.08,18.08,18.08,17.49,10000
SHIRAN,20091228,18.104,18.104,18.104,17.66,56112
SHIRAN,20091229,18.1,18.27,18.1,17.81,50150
SHIRAN,20091230,18.43,18.43,18.43,17.84,10000
SHIRAN,20100102,18.43,18.458,18.43,17.868,9395
SHIRAN,20100106,18.49,18.49,18.49,17.87,65
SHIRAN,20100117,17.95,17.95,17.95,17.87,4540
SHIRAN,20100118,18.48,18.49,18.48,18.09,74000
SHIRAN,20100119,18.49,18.49,18.49,18.09,100
SHIRAN,20100130,18.72,18.72,18.72,18.09,2255
SHIRAN,20100206,18.73,18.73,18.72,18.11,4554
SHIRAN,20100207,18.35,18.38,18.28,18.12,15371
SHIRAN,20100209,18.76,18.76,18.76,18.14,6005
SHIRAN,20100413,18.77,19.84,18.77,18.97,63199
SHIRAN,20100414,19.63,19.63,19.63,19.29,100000
SHIRAN,20100417,19.96,19.96,19.96,19.96,231160
SHIRAN,20100418,20.655,20.655,20.655,19.965,1000
SHIRAN,20100419,20.66,20.66,20.66,19.989,7356
SHIRAN,20100420,20.69,20.69,20.69,20,2120
SHIRAN,20100425,20.7,20.7,20.7,20.7,222623
SHIRAN,20100426,21.42,21.42,21.42,21.05,100000
SHIRAN,20100427,21.78,21.78,21.78,21.78,228574
SHIRAN,20100502,22.54,22.54,22.54,21.78,386
SHIRAN,20100504,22.54,22.54,22.54,21.8,5000
SHIRAN,20100505,22.559,22.559,22.559,21.86,17158
SHIRAN,20100508,22.62,22.62,22.62,21.86,10
SHIRAN,20100510,22.62,22.62,22.62,22.62,208000
SHIRAN,20100511,23.409,23.409,21.874,23.315,187572
SHIRAN,20100512,23.409,24.094,23.409,23.565,76824
SHIRAN,20100515,24.09,24.1,24.09,23.57,2912
SHIRAN,20100516,24.24,24.24,24.24,23.58,2000
SHIRAN,20100614,23.14,23.95,23.14,23.86,100905
SHIRAN,20100615,24.69,24.69,24.69,23.91,12546
SHIRAN,20100616,24.751,24.751,24.751,23.924,2000
SHIRAN,20100619,24.76,24.76,24.76,24.02,24000
SHIRAN,20100630,24.98,24.98,24.98,24.98,3000
SHIRAN,20100703,25.979,25.979,25.979,25.979,2000
SHIRAN,20100704,27.01,27.01,27.01,27.01,223629
SHIRAN,20100705,27.63,28.09,27.17,27.56,122178
SHIRAN,20100706,27.01,27.66,27.01,27.57,64315
SHIRAN,20100707,27.68,27.68,27.68,27.57,710
SHIRAN,20100711,27.83,27.83,26.6,27.44,29383
SHIRAN,20100712,26.52,26.53,26.52,27.43,4600
SHIRAN,20100713,27.4,28.52,27.4,27.64,103806
SHIRAN,20100714,28.66,28.66,28.66,27.65,1500
SHIRAN,20100717,27.4,27.4,27.4,27.64,5000
SHIRAN,20100718,27.4,27.4,27.4,27.64,1926
SHIRAN,20100719,27.4,27.4,27.4,27.63,10016
SHIRAN,20100720,27.401,28.734,27.401,27.699,17258
SHIRAN,20100721,28.734,28.795,28.734,28.275,113958
SHIRAN,20100724,29.01,29.4,29.01,28.35,16000
SHIRAN,20100725,29.48,29.48,29.48,28.47,22625
SHIRAN,20100726,29.53,29.61,29.53,28.58,18540
SHIRAN,20100728,29.72,29.72,29.72,28.63,10000
SHIRAN,20100731,29.78,29.78,29.78,28.66,5000
SHIRAN,20100801,29.78,29.81,29.78,28.96,53000
SHIRAN,20100802,30.113,30.113,30.113,28.984,5000
SHIRAN,20100803,28.46,28.46,28.46,28.97,3000
SHIRAN,20100804,28.35,28.35,28.35,28.97,1000
SHIRAN,20100807,30.127,30.127,30.123,29.079,19491
SHIRAN,20100809,27.968,27.968,27.968,29.074,850
SHIRAN,20100810,29.06,29.06,28.35,29.06,2895
SHIRAN,20100815,29.06,29.06,29.06,29.06,3434
SHIRAN,20100818,28.35,28.82,28.35,29.06,3702
SHIRAN,20100825,29.01,29.53,28.84,29.03,68187
SHIRAN,20100829,28.961,28.961,28.819,29.003,50000
SHIRAN,20100830,29.06,29.1,29.06,29,4150
SHIRAN,20100831,29.06,29.76,28.84,28.98,52000
SHIRAN,20100905,28.961,28.961,28.819,28.965,50000
SHIRAN,20100906,28.83,28.96,28.83,28.97,40424
SHIRAN,20100907,28.97,29.29,28.87,28.95,50200
SHIRAN,20100908,28.87,29.29,28.82,28.93,55000
SHIRAN,20100912,28.82,28.82,28.82,28.93,2076
SHIRAN,20100914,28.68,28.68,28.68,28.93,1300
SHIRAN,20100915,28.9,28.91,28.9,28.93,5294
SHIRAN,20100918,28.71,28.71,28.71,28.93,210
SHIRAN,20100919,29.29,29.29,29.29,28.93,1122
SHIRAN,20100922,29.24,29.24,29.24,28.94,5000
SHIRAN,20100925,28.94,29.29,28.94,28.94,3577
SHIRAN,20100926,28.94,28.94,28.94,28.94,1392
SHIRAN,20100927,28.994,28.994,28.994,28.937,3577
SHIRAN,20101003,29.079,29.083,29.079,28.984,65251
SHIRAN,20101005,29.19,29.19,29.18,29.04,50701
