<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
VABEMELAT_Share,d,20090218,000000,26.3900,26.3900,26.3900,26.3900,330851245,1050.0000,Functionally,46320
VABEMELAT_Share,d,20090221,000000,26.4200,27.0500,26.1900,26.3900,335334212,1050.0000,Functionally,46320
VABEMELAT_Share,d,20090222,000000,26.7700,27.0000,26.5200,26.7700,8435464,1065.0000,Functionally,46320
VABEMELAT_Share,d,20090223,000000,26.8000,26.8200,26.6200,26.6700,8570222,1061.0000,Functionally,46320
VABEMELAT_Share,d,20090225,000000,26.6700,26.7500,26.3900,26.6000,7434309,1058.0000,Functionally,46320
VABEMELAT_Share,d,20090228,000000,26.6200,26.6500,26.3900,26.5200,3924844,1055.0000,Functionally,46320
VABEMELAT_Share,d,20090301,000000,26.4900,26.5200,25.8200,26.3900,23696125,1050.0000,Functionally,46320
VABEMELAT_Share,d,20090302,000000,26.3900,26.7700,25.8200,26.3900,10528791,1050.0000,Functionally,46320
VABEMELAT_Share,d,20090303,000000,26.5200,26.6200,26.4900,26.4700,2650575,1053.0000,Functionally,46320
VABEMELAT_Share,d,20090304,000000,26.5500,26.6500,26.5500,26.5200,2304953,1055.0000,Functionally,46320
VABEMELAT_Share,d,20090307,000000,26.6700,26.6700,26.6200,26.6000,3667884,1058.0000,Functionally,46320
VABEMELAT_Share,d,20090308,000000,26.6500,26.6500,26.4900,26.6000,5236516,1058.0000,Functionally,46320
VABEMELAT_Share,d,20090309,000000,26.6500,26.7200,26.5200,26.6200,4797840,1059.0000,Functionally,46320
VABEMELAT_Share,d,20090310,000000,26.6500,26.6700,26.3900,26.6500,3438096,1060.0000,Functionally,46320
VABEMELAT_Share,d,20090311,000000,26.6700,26.7200,26.6500,26.6500,2111176,1060.0000,Functionally,46320
VABEMELAT_Share,d,20090314,000000,26.6700,26.7000,26.6700,26.6700,4000145,1061.0000,Functionally,46320
VABEMELAT_Share,d,20090316,000000,26.7000,26.7200,26.6000,26.6700,3937907,1061.0000,Functionally,46320
