<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
VABEMELAT_Share,d,20090218,000000,233.7400,233.7400,233.7400,233.7400,330851245,1050.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090221,000000,233.9600,239.5300,231.9600,233.7400,335334212,1050.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090222,000000,234.4900,236.4700,232.2900,234.4900,8435464,1065.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090223,000000,235.4000,235.6200,233.8500,234.2900,8570222,1061.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090225,000000,234.8100,235.4700,232.3700,234.1400,7434309,1058.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090228,000000,234.8800,235.1000,232.8800,233.9900,3924844,1055.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090301,000000,234.6300,234.8500,228.6200,233.7400,23696125,1050.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090302,000000,233.7400,237.0800,228.6200,233.7400,10528791,1050.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090303,000000,234.3400,235.2200,234.1100,233.8900,2650575,1053.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090304,000000,234.2100,235.1000,234.2100,233.9900,2304953,1055.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090307,000000,234.8100,234.8100,234.3600,234.1400,3667884,1058.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090308,000000,234.5800,234.5800,233.2600,234.1400,5236516,1058.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090309,000000,234.4100,235.0800,233.3100,234.1900,4797840,1059.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090310,000000,234.2400,234.4600,232.0300,234.2400,3438096,1060.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090311,000000,234.4600,234.9000,234.2400,234.2400,2111176,1060.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090314,000000,234.2900,234.5100,234.2900,234.2900,4000145,1061.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090316,000000,234.5100,234.7300,233.6300,234.2900,3937907,1061.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090317,000000,234.5100,234.5100,234.2900,234.2900,3998308,1061.0000,CapitalIncreaseIncludingContribution,46320
VABEMELAT_Share,d,20090318,000000,234.2900,234.9500,234.2900,234.2900,2191144,1061.0000,CapitalIncreaseIncludingContribution,46320
