<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
BESWITHC_Share,d,20080128,000000,668.5500,710.5400,644.2100,656.6200,100255,1376.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080129,000000,669.0300,669.0300,656.6300,656.6300,2957,1377.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080202,000000,669.0300,669.0300,656.6400,656.6400,2510,1378.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080203,000000,668.5600,668.5600,656.6700,656.6700,4375,1380.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080212,000000,656.9700,656.9700,656.9700,656.9700,100000,1407.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080213,000000,660.4300,660.4300,657.2100,657.2100,55010,1428.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080216,000000,658.8600,658.8600,657.5000,657.5000,63056,1453.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080217,000000,661.3100,661.3100,657.7400,657.7400,52510,1474.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080218,000000,670.2400,670.2400,657.7500,657.7500,2510,1475.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080302,000000,649.5000,776.2900,649.5000,659.3100,105874,1612.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080303,000000,671.9900,671.9900,654.0100,659.3200,72100,1613.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080304,000000,662.8000,662.8000,654.9300,659.0700,56594,1591.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080305,000000,662.4000,662.4000,659.0800,659.0800,5010,1592.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080309,000000,654.5300,659.0800,654.5300,659.0800,1029,1592.0000,CapitalIncreaseIncludingContribution,46320
BESWITHC_Share,d,20080310,000000,659.9800,669.4600,645.5400,659.1500,35610,1598.0000,CapitalIncreaseIncludingContribution,46320
