71483646978964608,ذوب آهن اصفهان,ذوب,بازار بورس,بازار دوم بورس,1,N2,IRO1ZOBI0002,IRO1ZOBI0001,61504000000,24601600
46348559193224090,فولاد مباركه اصفهان,فولاد,بازار بورس,بازار اول (تابلوي اصلي) بورس,1,N1,IRO1FOLD0009,IRO1FOLD0001,293000000000,11538462
