InsCode,DEven,Idn,NumberOfShareNew,NumberOfShareOld
32845891587040106,20150314,649,750000000,300000000
18004480270695404,20150317,650,49535498,25000000
58931793851445922,20150317,651,21920000000,16000000000
25336820825905643,20150317,652,7000000000,5800000000
28689570019072302,20150318,653,1075269,1041822
62177651435283872,20150325,654,300000000,200000000
40808043719554948,20150330,655,4160000000,1903000000
25001509088465005,20150330,656,350000000,210000000
61332057061846617,20150331,657,144000000,80000000
33541897671561960,20150406,658,3000000000,1000000000
53113471126689455,20150412,659,182250000,121500000
69454539056549106,20150412,660,162000000,54000000
70474983732269112,20150413,661,210000000,70000000
23936607891892333,20150422,662,200000000,50000000
63363116407864462,20150425,663,360000000,240000000
57875847776839336,20150425,664,678347000,51000000
55897939403232751,20150426,665,148000000,74000000
4942127026063388,20150427,666,500000000,200000000
35158826900216508,20150427,667,75000000,30000000
56820995669577571,20150428,668,240000000,24000000
23838634016123354,20150503,669,500000000,400000000
7395271748414592,20150513,670,12500000000,10000000000
71744682148776880,20150513,671,2000000000,1000000000
39751275523025334,20150518,672,2010850000,1535000000
24018878640527909,20150518,673,71076923076,16800000000
5516102131364383,20150523,674,80500000,70000000
18807759244885028,20150524,675,995339,1003348
23353689102956991,20150526,676,540000000,180000000
4563413583000719,20150526,677,900000000,600000000
23214828924506640,20150608,678,833125000,1666250000
53113471126689455,20150608,679,121500000,182250000
50732326426469382,20150608,680,600000000,450000000
23214828924506640,20150610,681,1666250000,833125000
53113471126689455,20150610,682,182250000,121500000
32338211917133256,20150613,683,0,220000000
58128804502693677,20150613,684,0,220000000
40276117649725478,20150613,685,0,220000000
48929228655720094,20150613,686,0,220000000
35158826900216508,20150616,687,30000000,75000000
34066377223628725,20150616,688,8000000000,3680302000
35158826900216508,20150620,689,75000000,30000000
63299563441010676,20150622,690,961880,995339
34454945407422432,20150701,691,200000000,100000000
20926459161497908,20150701,692,1000000000,600000000
4563413583000719,20150704,693,600000000,900000000
62258804563636993,20150705,694,109956691,30000000
6043384171800349,20150705,695,900000000,600000000
17939384202383793,20150705,696,600000000,300000000
4563413583000719,20150706,697,900000000,600000000
69454539056549106,20150707,698,54000000,162000000
69454539056549106,20150712,699,162000000,54000000
12752224677923341,20150712,700,400000000,50000000
19298748452450329,20150712,701,1800000000,900000000
38437201078089290,20150713,702,3529200000,1764600000
24254843881948059,20150719,703,100000000,25000000
50341528161302545,20150722,704,101200000,202400000
8977369674477111,20150722,705,90000000,150000000
13611044044646901,20150725,706,2600000000,2000000000
55897939403232751,20150725,707,74000000,148000000
26997316501080743,20150725,708,1326780000,1092000000
49618574076860446,20150725,709,961377,961880
40808043719554948,20150726,710,1903000000,4160000000
50341528161302545,20150726,711,202400000,101200000
70474983732269112,20150726,712,70000000,210000000
25001509088465005,20150726,713,210000000,350000000
8977369674477111,20150726,714,150000000,90000000
64358061873294912,20150727,715,70000000,50000000
35700344742885862,20150727,716,24000000000,18000000000
20562694899904339,20150727,717,6000000000,3000000000
17059960254855208,20150728,718,164608000,240000000
40808043719554948,20150728,719,4160000000,1903000000
58931793851445922,20150728,720,16000000000,21920000000
70474983732269112,20150728,721,210000000,70000000
7745894403636165,20150728,722,20000000000,10000000000
25001509088465005,20150728,723,350000000,210000000
55897939403232751,20150728,724,148000000,74000000
34454945407422432,20150729,725,139000000,200000000
17059960254855208,20150801,726,240000000,164608000
58931793851445922,20150801,727,21920000000,16000000000
49353447565507376,20150801,728,300000000,150000000
62346804681275278,20150801,729,250000000,134844000
3823243780502959,20150801,730,90000000,30000000
18883380772506226,20150801,731,500000000,200000000
29747059672582491,20150802,732,542000000,271000000
26543014712914772,20150802,733,802922000,400000000
67988012428906654,20150809,734,500000000,400000000
48753732042176709,20150810,735,3884211000,1942105500
60451823714332895,20150815,736,450000000,300000000
24079409192818584,20150823,737,51000000,34000000
17330546482145553,20150823,738,828000000,552000000
36773155987365094,20150823,739,420000000,360000000
49199087305126682,20150824,740,959196,961377
51971068201094874,20150826,741,2041200000,1134000000
27000326841257664,20150906,742,1000000000,798000000
9536587154100457,20150908,743,50400000000,42000000000
3863538898378476,20150915,744,5000000000,3000000000
34540569618314880,20150915,745,600000000,360000000
62977319271289925,20150919,746,140000000,90000000
28328710198554144,20150921,747,1600000000,800000000
69090868458637360,20150921,748,160000000,110000000
43781018754867729,20150927,749,95000000,80000000
7235435095059069,20151005,750,700000000,200000000
33431647616303833,20151007,751,530403,959196
43283802997035462,20151010,752,1300000000,1300000
23441366113375722,20151013,753,40500000000,30000000000
46348559193224090,20151018,754,75000000000,50000000000
18093681647131179,20151018,755,230000000,160000000
43957999447199101,20151026,756,504987,530403
26014913469567886,20151103,757,46080000000,36000000000
7727396367939916,20151103,758,20000000,10000000
46982154647719707,20151109,759,1300000000,1000000000
39436183727126211,20151109,760,1020600000,893025000
71510396252618330,20151109,761,140000000,110000000
11091856606007867,20151111,762,300000000,200000000
11258722998911897,20151114,763,3500000000,3000000000
15726796686853780,20151115,764,1300000000,600000000
8977441217024425,20151117,765,650000000,500000000
30231789123900526,20151121,766,100000000,65000000
20453828618330936,20151121,767,300000000,240000000
25244329144808274,20151122,768,50000000000,24788613940
33293588228706998,20151123,769,23760000000,15840000000
65883838195688438,20151124,770,15300000000,12000000000
41625340598198551,20151124,771,618000000,400000000
71660022674703810,20151128,772,1033925,504987
16271659134521666,20151129,773,300000000,200000000
70289374539527245,20151130,774,650000000,266630000
50185721305191887,20151130,775,300000000,140000000
27952969918967492,20151206,776,1310000000,655000000
27000326841257664,20151209,777,798000000,1000000000
31879190587976736,20151214,778,250000000,150000000
27000326841257664,20151214,779,1000000000,798000000
63580313877463104,20151214,780,600000000,400000000
12638840758449459,20151215,781,450000000,400000000
43622578471330344,20151216,782,1004000000,698000000
29634899116753177,20151222,783,628818,1033925
35796086458096255,20151226,784,4628988000,2314494000
44818950263583523,20151226,785,6400000000,5000000000
2944500421562364,20160103,786,1900000000,1700000000
13937270451301973,20160103,787,7021002240,5080320000
48010225447410247,20160106,788,16250000000,6500000000
2328862017676109,20160106,789,5382000000,3588000000
29122854902865456,20160110,790,250000000,150000000
67690708346979840,20160117,791,162000000,31500000
48287670503317419,20160117,792,800000000,600000000
49054891736433700,20160119,793,369600000,168000000
70270965300262393,20160120,794,4000000000,3600000000
43062880954780884,20160120,795,330000000,220000000
23441366113375722,20160124,796,30000000000,40500000000
23441366113375722,20160126,797,40500000000,30000000000
62510539517566517,20160126,798,612810,628818
57944184894703821,20160130,799,2600100000,2100100000
59217041815333317,20160131,800,212500000,85000000
27218386411183410,20160131,801,641697305,80000000
8915450910866216,20160201,802,240000000,80000000
37631109616997982,20160202,803,201300000,66000000
43781018754867729,20160203,804,629607000,95000000
10120557300120078,20160207,805,350000000,140000000
33931218652865616,20160209,806,1650000000,1223600000
35669480110084448,20160209,807,2100000000,1800000000
59618936359358279,20160209,808,1315596000,506000000
46741025610365786,20160215,809,2000000000,800000000
20411759370751096,20160217,810,2936422000,2036422000
13257702488701597,20160220,811,636291,612810
28864540805361867,20160223,812,14472000000,8000000000
2328862017676109,20160301,813,3588000000,5382000000
7235435095059069,20160302,814,200000000,700000000
14073782708315535,20160302,815,1000000000,750000000
2328862017676109,20160305,816,5382000000,3588000000
7235435095059069,20160306,817,700000000,200000000
61102694810476197,20160307,818,400000000,100000000
22941065011246116,20160307,819,360000000,180000000
37204371816016200,20160312,820,27000000000,14400000000
18063426072758458,20160312,821,2750000000,2420000000
33783140337377394,20160315,822,517364916,300000000
2589887561569709,20160315,823,5529892000,2400000000
42075223783409640,20160316,824,1022846423,100000000
33783140337377394,20160316,825,952094749,517364916
44891482026867833,20160316,826,39266675000,17443306000
14800142337291217,20160316,827,134000000,82000000
7711282667602555,20160326,828,5040000000,3600000000
11258722998911897,20160327,829,3000000000,3500000000
7727396367939916,20160327,830,29409019,20000000
34032872653290886,20160328,831,955493596,177545376
17834623106317041,20160328,832,87166420,55000000
5129610654133588,20160328,833,718622,636291
11258722998911897,20160329,834,3500000000,3000000000
20865316761157979,20160330,835,6286547978,2200000000
23837844039713715,20160330,836,372885754,136000000
62177651435283872,20160330,837,400000000,300000000
25001509088465005,20160330,838,529550000,350000000
45895339414786358,20160406,839,445000000,145705000
3722699128879020,20160406,840,1000000000,628560000
13611044044646901,20160417,841,2850000000,2600000000
20926459161497908,20160417,842,1200000000,1000000000
59612098290740355,20160420,843,240000000,200000000
18027801615184692,20160420,844,28215000000,17100000000
58432687994606328,20160424,845,718883,718622
22811176775480091,20160426,846,60000000000,45873655652
28253678449273505,20160427,847,1080000000,540000000
34066377223628725,20160516,848,12000000000,8000000000
53999651992586159,20160517,849,600000000,300000000
24095835622675205,20160521,850,766095,718883
60451823714332895,20160531,851,680000000,450000000
31791737198597563,20160601,852,200000000,81180000
4384288570322406,20160606,853,450000000,150000000
27000326841257664,20160606,854,1180000000,1000000000
17939384202383793,20160606,855,900000000,600000000
57944184894703821,20160607,856,2100100000,2600100000
22255783119783047,20160607,857,410000000,205000000
29122854902865456,20160607,858,150000000,250000000
15521712617204216,20160607,859,5625000000,4500000000
57944184894703821,20160611,860,2600100000,2100100000
29122854902865456,20160611,861,250000000,150000000
4733285133017464,20160612,862,8000000000,5600000000
49054891736433700,20160618,863,672000000,369600000
5019865278498569,20160620,864,753357,766095
20411759370751096,20160621,865,2036422000,2936422000
66142616039907394,20160622,866,2760000000,460000000
20411759370751096,20160625,867,2936422000,2036422000
30852391633490755,20160625,868,1000000000,598437000
7483280423474368,20160629,869,730649000,320000000
25001509088465005,20160629,870,350000000,529550000
59266699437480384,20160629,871,2994865000,1994865000
25001509088465005,20160703,872,529550000,350000000
24018878640527909,20160703,873,23760000000,22000000000
37614886280396031,20160705,874,10675000000,6100000000
59217041815333317,20160710,875,447487000,212500000
42387718866026650,20160710,876,3000000000,1023000000
18027801615184692,20160711,877,17100000000,28215000000
18027801615184692,20160713,878,28215000000,17100000000
59612098290740355,20160716,879,200000000,240000000
18093681647131179,20160717,880,300000000,230000000
59612098290740355,20160718,881,240000000,200000000
22260326095996531,20160718,882,330000000,206148000
3863538898378476,20160718,883,5500000000,5000000000
17217689629682758,20160718,884,672432,753357
35425587644337450,20160719,885,50000000000,43400000000
61506294208022391,20160719,886,200000000,84000000
32821908911812078,20160723,887,499997068,200000000
62952165421099192,20160725,888,228000000,114000000
30801484454172783,20160725,889,2700000000,1500000000
28864540805361867,20160726,890,8000000000,14472000000
49776615757150035,20160727,891,10000000000,8000000000
59217041815333317,20160727,892,212500000,447487000
58931793851445922,20160727,893,27944770000,21920000000
57722642338781674,20160727,894,913938623,388000000
68909035712962732,20160727,895,1000000000,800000000
50732326426469382,20160727,896,750000000,600000000
28864540805361867,20160731,897,14472000000,8000000000
59217041815333317,20160801,898,447487000,212500000
13611044044646901,20160802,899,2600000000,2850000000
5054819322815158,20160802,900,120000000,30000000
22275596386264204,20160807,901,2500000000,1400000000
13611044044646901,20160808,902,2850000000,2600000000
36773155987365094,20160808,903,500000000,420000000
56550776668133562,20160810,904,400000000,300000000
7385624172574740,20160814,905,6000000000,3000000000
35700344742885862,20160816,906,30000000000,24000000000
46982154647719707,20160822,907,1560000000,1300000000
7420013136569528,20160822,908,1015748,672432
47333458678352378,20160823,909,5000000000,4000000000
23086515493897579,20160823,910,530000000,300000000
7628308021169118,20160830,911,633000000,380000000
34641719089573667,20160904,912,360000000,120000000
69090868458637360,20160914,913,240000000,160000000
15826229869421585,20160914,914,121843000,32500000
45174198424472334,20160914,915,4520000000,2400000000
65321970913593427,20160918,916,1200000000,648000000
15521712617204216,20160919,917,4500000000,5625000000
8817369445940242,20160919,918,938014,1015748
47841327496247362,20160924,919,800000000,400000000
15521712617204216,20160924,920,5625000000,4500000000
26997316501080743,20160925,921,2653560000,1326780000
62977319271289925,20160927,922,532000000,140000000
62977319271289925,20160928,923,190000000,532000000
23214828924506640,20161016,924,2526500000,1666250000
28325731560106431,20161016,925,230000000,70000000
27157296306913953,20161019,926,983178,938014
4614779520007780,20161023,927,509000000,42500000
18303237082155264,20161023,928,400000000,200000000
14073782708315535,20161023,929,1250000000,1000000000
33808206014018431,20161023,930,822000000,273996000
39751275523025334,20161026,931,2500000000,2010850000
7727396367939916,20161026,932,100000000,29409019
46772701938567445,20161026,933,2030000000,1550000000
5866848234665627,20161105,934,430000000,300000000
1625149423498289,20161106,935,500000000,167000000
40262275031537922,20161106,936,699840000,233280000
57086055330734195,20161106,937,500000000,243000000
47232550823972469,20161109,938,2600000000,2000000000
33541897671561960,20161116,939,4500000000,3000000000
64358061873294912,20161116,940,100000000,70000000
12638840758449459,20161122,941,520000000,450000000
26014913469567886,20161123,942,72000000000,46080000000
15259343650667588,20161123,943,330196748,165098374
47841327496247362,20161123,944,400000000,800000000
47302318535715632,20161123,945,13131000000,11312000000
47841327496247362,20161127,946,800000000,400000000
43342306308122676,20161129,947,200000000,120000000
7183333492448248,20161203,948,840000000,600000000
42354736493447489,20161210,949,22720279000,6773853000
9481703061634967,20161211,950,3000000000,2000000000
27000326841257664,20161211,951,1000000000,1180000000
27000326841257664,20161213,952,1180000000,1000000000
50100062518826135,20161218,953,829400000,580000000
60523145697836739,20161221,954,1250000000,334491690
37366608481858080,20161221,955,1250000000,424558322
60095061789823130,20161221,956,1250000000,490949988
51971068201094874,20161224,957,2551500000,2041200000
43622578471330344,20161224,958,1375000000,1004000000
52792903131341205,20161225,959,500000000,200000000
47348197320716810,20161225,960,451000000,381000000
51922189364308501,20161225,961,2635712852,2100000000
37219684915629654,20161227,962,1102608,1019115
30765727085936322,20161227,963,80000000,40000000
71510396252618330,20170108,964,170000000,140000000
57944184894703821,20170111,965,3100100000,2600100000
778253364357513,20170114,966,50000000000,40000000000
11432067920374603,20170114,967,400000000,200000000
31723276281575803,20170116,968,1263430,1102608
31723276281575803,20170121,969,1263439,1263430
46741025610365786,20170122,970,3000000000,2000000000
46178280540110577,20170122,971,6500000000,2500000000
24254843881948059,20170122,972,250000000,100000000
5516102131364383,20170124,973,100000000,80500000
41048299027409941,20170125,974,2732556000,1821704000
60350996279289099,20170131,975,7000000000,600000000
51617145873056483,20170204,976,16000000000,12000000000
9211775239375291,20170206,977,33180587019,7868405600
17059960254855208,20170206,978,360000000,240000000
24644999329120295,20170208,979,6060000000,1500000000
43062880954780884,20170212,980,400000000,330000000
21350214000597969,20170213,981,1282429,1263439
53999651992586159,20170220,982,1000000000,600000000
41625340598198551,20170222,983,803400000,618000000
61332057061846617,20170222,984,288000000,144000000
31920617569703557,20170225,985,491081960,491082000
7483280423474368,20170226,986,1461298000,730649000
33603212156438463,20170226,987,255000000,85000000
62786156501584862,20170226,988,1000000000,700000000
31920617569703557,20170226,989,569383763,491081960
31920617569703557,20170227,990,3570979000,569383763
34032872653290886,20170301,991,1385493596,955493596
33808206014018431,20170305,992,273996000,822000000
62952165421099192,20170307,993,316920000,228000000
33808206014018431,20170307,994,822000000,273996000
68215656200943332,20170313,995,100000000,228622900
71523986304961239,20170315,996,330000000,100692000
30038978589192551,20170318,997,1283785,1282429
40808043719554948,20170327,998,4990000000,4160000000
11964419322927535,20170327,999,810000000,450000000
58931793851445922,20170328,1000,31000000000,27944770000
46752599569017089,20170328,1001,3750000000,1500000000
42075223783409640,20170415,1002,1322846423,1022846423
43716452378323683,20170418,1003,300000000,180000000
68151613203549690,20170418,1004,1289587,1283785
35948133957468680,20170423,1005,2000000000,1600000000
18401147983387689,20170423,1006,1260000000,630000000
13937270451301973,20170423,1007,8250000000,7021002240
52975109254504632,20170424,1008,840000000,360000000
17834623106317041,20170430,1009,127166420,87166420
20487994977117557,20170430,1010,200000000,125000000
65004959184388996,20170503,1011,5197830613,607417000
68151613203549690,20170506,1012,1306385,1289587
60451823714332895,20170514,1013,930000000,680000000
47245955682789926,20170520,1014,1308807,1306385
15472396110662150,20170521,1015,991440000,660960000
36773155987365094,20170522,1016,600000000,500000000
33603212156438463,20170522,1017,85000000,255000000
57639364758870873,20170522,1018,150000000,67140331
15949743338644220,20170523,1019,700000000,400000000
33603212156438463,20170524,1020,255000000,85000000
11964419322927535,20170524,1021,450000000,810000000
61332057061846617,20170528,1022,144000000,288000000
11964419322927535,20170528,1023,810000000,450000000
57639364758870873,20170529,1024,67140331,150000000
65671173927025645,20170530,1025,150000000,72000000
61332057061846617,20170530,1026,288000000,144000000
57639364758870873,20170531,1027,150000000,67140331
57309221039930244,20170531,1028,4500000000,3000000000
65671173927025645,20170606,1029,72000000,150000000
65671173927025645,20170607,1030,150000000,72000000
7711282667602555,20170607,1031,8064000000,5040000000
20453828618330936,20170610,1032,500000000,300000000
25215182208950217,20170613,1033,4000000000,2300000000
917857106093847,20170618,1034,250000000,100000000
16725382720692568,20170620,1035,1307597,1308807
7881099657101647,20170621,1036,6000000000,4000000000
35178706978554988,20170625,1037,2400000000,600000000
57944184894703821,20170701,1038,2600100000,3100100000
61102694810476197,20170701,1039,515000000,400000000
22299894048845903,20170701,1040,200000000,76000000
34890845654517313,20170701,1041,240000000,140000000
57944184894703821,20170703,1042,3100100000,2600100000
46752599569017089,20170704,1043,1500000000,3750000000
68635710163497089,20170705,1044,9600000000,4000000000
44013656953678055,20170708,1045,2000000000,1000000000
69090868458637360,20170709,1046,300000000,240000000
46752599569017089,20170709,1047,3750000000,1500000000
6757220448540984,20170715,1048,1075071231,826977870
26824673819862694,20170718,1049,10000000000,5070000000
18027801615184692,20170718,1050,33500000000,28215000000
29247915161590165,20170719,1051,450000000,225000000
18093681647131179,20170722,1052,370000000,300000000
21851863906501460,20170722,1053,1293070,1307597
63830424809501048,20170723,1054,500000000,300000000
40808043719554948,20170723,1055,4160000000,4990000000
17834623106317041,20170723,1056,87166420,127166420
34032872653290886,20170724,1057,955493596,1385493596
17059960254855208,20170725,1058,240000000,360000000
40808043719554948,20170725,1059,4990000000,4160000000
58931793851445922,20170725,1060,27944770000,31000000000
17834623106317041,20170725,1061,127166420,87166420
13937270451301973,20170725,1062,7021002240,8250000000
34032872653290886,20170726,1063,1385493596,955493596
17059960254855208,20170729,1064,360000000,240000000
58931793851445922,20170729,1065,31000000000,27944770000
13937270451301973,20170729,1066,8250000000,7021002240
17800036702302776,20170730,1067,6000000000,3000000000
47749661205825616,20170730,1068,950000000,750000000
5683112369371738,20170801,1069,88963371,43963371
37281199178613855,20170813,1070,4800000000,4000000000
5866848234665627,20170813,1071,580000000,430000000
27952969918967492,20170816,1072,2000000000,1310000000
40346507120206669,20170819,1073,1351791,1293070
46772701938567445,20170902,1074,2500000000,2030000000
55254206302462116,20170905,1075,2000000000,1000000000
15039949673085566,20170905,1076,1250000000,1000000000
68909035712962732,20170911,1077,1320000000,1000000000
44153164692325703,20170917,1078,500000000,200000000
35669480110084448,20170917,1079,2450000000,2100000000
61978257933030834,20170920,1080,1387084,1351791
30231789123900526,20170923,1081,127000000,100000000
22560050433388046,20170925,1082,81500000000,43500000000
41302553376174581,20171003,1083,858000000,429000000
24303422207378456,20171021,1084,350000000,250000000
37998178264888078,20171022,1085,1534727,1387084
29860265627578401,20171022,1086,1500000000,1000000000
54676885047867737,20171024,1087,1500000000,1000000000
57086055330734195,20171025,1088,850000000,500000000
46982154647719707,20171028,1089,1800000000,1560000000
35425587644337450,20171030,1090,60000000000,50000000000
68117765376081366,20171104,1091,900000000,675000000
47333458678352378,20171108,1092,6000000000,5000000000
33406621820337161,20171111,1093,756000000,378000000
43622578471330344,20171111,1094,1670000000,1375000000
2328862017676109,20171114,1095,6691000000,5382000000
10831551130410639,20171121,1096,1524213,1534727
18599703143458101,20171128,1097,4900000000,4000000000
62977319271289925,20171203,1098,240000000,190000000
50792786683910016,20171204,1099,600300000,200100000
45174198424472334,20171209,1100,9040000000,4520000000
24794536744903047,20171219,1101,1642215,1524213
64358061873294912,20171225,1102,200000000,100000000
12387472624849835,20180110,1103,750000000,250000000
67206358287598044,20180110,1104,1152000000,288000000
22299894048845903,20180121,1105,76000000,200000000
5054819322815158,20180121,1106,300000000,120000000
68117765376081366,20180121,1107,675000000,900000000
41625340598198551,20180121,1108,1500000000,803400000
19920168236103182,20180121,1109,1629968,1642215
53999651992586159,20180122,1110,1400000000,1000000000
15039949673085566,20180123,1111,1000000000,1250000000
41048299027409941,20180123,1112,3643408000,2732556000
22299894048845903,20180123,1113,200000000,76000000
68117765376081366,20180123,1114,900000000,675000000
12638840758449459,20180124,1115,600000000,520000000
15039949673085566,20180127,1116,1250000000,1000000000
49353447565507376,20180127,1117,450000000,300000000
62603302940123327,20180127,1118,3200000000,400000000
8646067353086740,20180203,1119,150000000,80000000
16405556680571453,20180205,1120,375000000,175000000
57944184894703821,20180207,1121,3700100000,3100100000
64341992373049080,20180217,1122,250000000,102000000
33611155027418901,20180217,1123,1040000000,750000000
55848849021200650,20180219,1124,1781564,1629968
66772024744156373,20180221,1125,1125000000,900000000
48511238766369097,20180224,1126,1500000000,1020372999
39116664428676213,20180225,1127,160000000,100000000
23100379978035731,20180225,1128,3500000000,500000000
59217041815333317,20180226,1129,500000000,447487000
59266699437480384,20180226,1130,4000000000,2994865000
26543014712914772,20180303,1131,1500000000,802922000
62177651435283872,20180306,1132,500000000,400000000
46982154647719707,20180307,1133,1560000000,1800000000
33808206014018431,20180307,1134,1233000000,822000000
60523145697836739,20180310,1135,1500000000,1250000000
37366608481858080,20180310,1136,1500000000,1250000000
60095061789823130,20180310,1137,1500000000,1250000000
47348197320716810,20180310,1138,551000000,451000000
46982154647719707,20180311,1139,1800000000,1560000000
22255783119783047,20180312,1140,593000000,410000000
2328862017676109,20180312,1141,5382000000,6691000000
2328862017676109,20180314,1142,6691000000,5382000000
22667016906590506,20180319,1143,2600000000,2000000000
48338606859106961,20180319,1144,2168489,1781564
35700344742885862,20180326,1145,36000000000,30000000000
58931793851445922,20180326,1146,34118389000,31000000000
35948133957468680,20180415,1147,2800000000,2000000000
67126881188552864,20180418,1148,20000000000,10000000000
11332953223903902,20180421,1149,1873865,2168489
70219663893822560,20180424,1150,24100000,15400000
7483280423474368,20180428,1151,2191947000,1461298000
65321970913593427,20180429,1152,2200000000,1200000000
50633804639547462,20180508,1153,40000000,20000000
34673681828119297,20180512,1154,900000000,500000000
27814844870305607,20180513,1155,230400000,115200000
4733285133017464,20180520,1156,9000000000,8000000000
63915926161403347,20180522,1157,630000000,315000000
63915926161403347,20180610,1158,315000000,630000000
63915926161403347,20180612,1159,630000000,315000000
43062880954780884,20180612,1160,470000000,400000000
28033133021443774,20180617,1161,200000000,100000000
12387472624849835,20180618,1162,250000000,750000000
39116664428676213,20180618,1163,100000000,160000000
12387472624849835,20180620,1164,750000000,250000000
39116664428676213,20180620,1165,160000000,100000000
22255783119783047,20180623,1166,410000000,593000000
4942127026063388,20180624,1167,1000000000,500000000
22255783119783047,20180625,1168,593000000,410000000
23936607891892333,20180626,1169,700000000,200000000
47377315952751604,20180627,1170,600000000,250000000
35700344742885862,20180701,1171,30000000000,36000000000
57944184894703821,20180702,1172,3100100000,3700100000
41048299027409941,20180702,1173,2732556000,3643408000
35700344742885862,20180703,1174,36000000000,30000000000
57944184894703821,20180704,1175,3700100000,3100100000
41048299027409941,20180704,1176,3643608000,2732556000
41048299027409941,20180707,1177,3643408000,3643608000
58931793851445922,20180711,1178,31000000000,34118389000
59607545337891226,20180711,1179,1450000000,950000000
60654872678917533,20180711,1180,250000000,53222400
59921975187856916,20180711,1181,600000000,400000000
58931793851445922,20180715,1182,34118389000,31000000000
22667016906590506,20180717,1183,2000000000,2600000000
7385624172574740,20180717,1184,7960000000,6000000000
22667016906590506,20180721,1185,2600000000,2000000000
47377315952751604,20180723,1186,250000000,600000000
7483280423474368,20180724,1187,1461298000,2191947000
48511238766369097,20180724,1188,2645,1500000000
51617145873056483,20180724,1189,24000000000,16000000000
47377315952751604,20180725,1190,600000000,250000000
7483280423474368,20180726,1191,2191947000,1461298000
48511238766369097,20180729,1192,1500000000,1020373000
57273529732791251,20180729,1193,714420000,204120000
47749661205825616,20180729,1194,1200000000,950000000
16693610252404739,20180804,1195,500000000,300000000
20024911381434086,20180804,1196,576000000,240000000
4614779520007780,20180806,1197,580000000,509000000
40505767672724777,20180808,1198,8400000000,2800000000
6478064539164167,20180819,1199,300000000,114928214
5866848234665627,20180828,1200,1030000000,580000000
62603302940123327,20180829,1201,7000000000,3200000000
11258722998911897,20180905,1202,5000000000,3500000000
28809886765682162,20180910,1203,5210810000,2605405000
60451823714332895,20180912,1204,1860000000,930000000
24018878640527909,20180923,1205,29000000000,23760000000
71811061818706620,20180926,1206,2500000,13867130
41781090739318251,20181007,1207,210000000,70000000
69090868458637360,20181009,1208,530000000,300000000
26881786652328215,20180908,1209,4154846154,12000000000
58903026391426893,20180908,1210,2038735849,7000000000
18599703143458101,20181010,1211,6000000000,4900000000
59266699437480384,20181013,1212,6000000000,4000000000
26881786652328215,20180908,1213,4154846154,12000000000
58903026391426893,20180908,1214,2038735849,7000000000
26881786652328215,20180908,1215,4154846154,12000000000
58903026391426893,20180908,1216,2038735849,7000000000
26881786652328215,20180908,1217,4154846154,12000000000
58903026391426893,20180908,1218,2038735849,7000000000
26881786652328215,20180908,1219,4154846154,12000000000
58903026391426893,20180908,1220,2038735849,7000000000
26881786652328215,20180908,1221,4154846154,12000000000
58903026391426893,20180908,1222,2038735849,7000000000
26881786652328215,20180908,1223,4154846154,12000000000
58903026391426893,20180908,1224,2038735849,7000000000
26881786652328215,20180908,1225,4154846154,12000000000
58903026391426893,20180908,1226,2038735849,7000000000
26881786652328215,20180908,1227,4154846154,12000000000
58903026391426893,20180908,1228,2038735849,7000000000
26881786652328215,20180908,1229,4154846154,12000000000
58903026391426893,20180908,1230,2038735849,7000000000
26881786652328215,20180908,1231,4154846154,12000000000
58903026391426893,20180908,1232,2038735849,7000000000
25244329144808274,20181024,1233,91500000000,50000000000
26881786652328215,20180908,1234,4154846154,12000000000
58903026391426893,20180908,1235,2038735849,7000000000
26881786652328215,20180908,1236,4154846154,12000000000
58903026391426893,20180908,1237,2038735849,7000000000
26881786652328215,20180908,1238,4154846154,12000000000
58903026391426893,20180908,1239,2038735849,7000000000
26881786652328215,20180908,1240,4154846154,12000000000
58903026391426893,20180908,1241,2038735849,7000000000
26881786652328215,20180908,1242,4154846154,12000000000
58903026391426893,20180908,1243,2038735849,7000000000
26881786652328215,20180908,1244,4154846154,12000000000
58903026391426893,20180908,1245,2038735849,7000000000
18303237082155264,20181104,1246,700000000,400000000
26881786652328215,20180908,1247,4154846154,12000000000
58903026391426893,20180908,1248,2038735849,7000000000
26881786652328215,20180908,1249,4154846154,12000000000
58903026391426893,20180908,1250,2038735849,7000000000
26881786652328215,20180908,1251,4154846154,12000000000
58903026391426893,20180908,1252,2038735849,7000000000
26881786652328215,20180908,1253,4154846154,12000000000
58903026391426893,20180908,1254,2038735849,7000000000
26881786652328215,20180908,1255,4154846154,12000000000
58903026391426893,20180908,1256,2038735849,7000000000
26881786652328215,20180908,1257,4154846154,12000000000
58903026391426893,20180908,1258,2038735849,7000000000
26881786652328215,20180908,1259,4154846154,12000000000
58903026391426893,20180908,1260,2038735849,7000000000
26881786652328215,20180908,1261,4154846154,12000000000
58903026391426893,20180908,1262,2038735849,7000000000
26881786652328215,20180908,1263,4154846154,12000000000
58903026391426893,20180908,1264,2038735849,7000000000
26881786652328215,20180908,1265,4154846154,12000000000
58903026391426893,20180908,1266,2038735849,7000000000
26881786652328215,20180908,1267,4154846154,12000000000
58903026391426893,20180908,1268,2038735849,7000000000
26881786652328215,20180908,1269,4154846154,12000000000
58903026391426893,20180908,1270,2038735849,7000000000
26881786652328215,20180908,1271,4154846154,12000000000
58903026391426893,20180908,1272,2038735849,7000000000
61332057061846617,20181124,1273,388000000,288000000
26881786652328215,20180908,1274,4154846154,12000000000
