InsCode,DEven,Idn,NumberOfShareNew,NumberOfShareOld
66142616039907394,20210421,1878,5520000000,2760000000
23353689102956991,20210425,1879,1700000000,540000000
12746730665870442,20210425,1880,3099000000,500000000
58931793851445922,20210426,1881,84000000000,54900000000
54676885047867737,20210426,1882,4800000000,1500000000
23600798892801694,20210427,1883,2455960000,560000000
70474983732269112,20210502,1884,950000000,525000000
47377315952751604,20210503,1885,2000000000,1000000000
38547060135156069,20210505,1886,18126475000,1000000000
69090868458637360,20210509,1887,880000000,580000000
40808043719554948,20210509,1888,12000000000,10000000000
13243992182070788,20210509,1889,250000000,200000000
48175603054578540,20210511,1890,2643186296,1358000000
57300230097485720,20210511,1891,336309500,200000000
12329519546621752,20210516,1892,8629813000,1700000000
67030488744129337,20210518,1893,2529129000,200000000
60451823714332895,20210523,1894,2200000000,3080000000
66450490505950110,20210523,1895,1150000000,920223000
46348559193224090,20210524,1896,293000000000,209000000000
52232388263291380,20210524,1897,30000000000,96979742000
60451823714332895,20210525,1898,3080000000,2200000000
52232388263291380,20210526,1899,96979742000,30000000000
13611044044646901,20210526,1900,30657213899,2850000000
41302553376174581,20210530,1901,2458000000,858000000
5866848234665627,20210530,1902,1330000000,1530000000
39610074039667804,20210530,1903,2000000000,1000000000
12638840758449459,20210531,1904,1400000000,950000000
29122854902865456,20210601,1905,250000000,500000000
5866848234665627,20210601,1906,1530000000,1330000000
66772024744156373,20210608,1907,1125000000,2625000000
29122854902865456,20210608,1908,500000000,250000000
24254843881948059,20210608,1909,250000000,700000000
2434703913394836,20210608,1910,681919542,53453000
18093681647131179,20210608,1911,850000000,600000000
29974853866926823,20210608,1912,900000000,600000000
66772024744156373,20210613,1913,2625000000,1125000000
24254843881948059,20210613,1914,700000000,250000000
17834623106317041,20210613,1915,1230524420,207166420
11258722998911897,20210613,1916,12000000000,6000000000
31024260997481994,20210614,1917,3349790000,750000000
20453828618330936,20210615,1918,9418794000,1500000000
35366681030756042,20210616,1919,134341922000,28688000000
44967158778304588,20210620,1920,6462809000,510000000
33603212156438463,20210621,1921,255000000,455000000
57944184894703821,20210623,1922,8400100000,4800100000
33603212156438463,20210623,1923,455000000,255000000
13611044044646901,20210623,1924,2850000000,30657213899
7457232989848872,20210628,1925,6325419000,420741000
13611044044646901,20210628,1926,30657213899,2850000000
3149396562827132,20210629,1927,1630000000,1000000000
47348197320716810,20210629,1928,1311000000,961000000
70474983732269112,20210704,1929,525000000,950000000
61725225143026283,20210704,1930,1800000000,600000000
16330743198286823,20210704,1931,1800000000,600000000
49641108336531623,20210704,1932,1800000000,600000000
65018804181564924,20210704,1933,3888000000,2400000000
20865316761157979,20210705,1934,20637727632,14351179654
63679592178109910,20210705,1935,15000000000,5500000000
70474983732269112,20210706,1936,950000000,525000000
17834623106317041,20210706,1937,207166420,1230524420
27952969918967492,20210706,1938,6300000000,2600000000
35700344742885862,20210707,1939,74400000000,100000000000
32357363984168442,20210707,1940,13800000000,18000000000
53999651992586159,20210707,1941,2000000000,1650000000
58931793851445922,20210710,1942,54900000000,84000000000
35700344742885862,20210711,1943,100000000000,74400000000
44549439964296944,20210711,1944,5000000000,2500000000
17834623106317041,20210711,1945,1230524420,207166420
32357363984168442,20210711,1946,18000000000,13800000000
49869693814643443,20210711,1947,5000000000,2500000000
10919655792568926,20210711,1948,5000000000,2500000000
67612261115225625,20210711,1949,5000000000,2500000000
58931793851445922,20210712,1950,84000000000,54900000000
29758477602878557,20210713,1951,11000000000,4350000000
43966385447049549,20210713,1952,5950000000,2500000000
29590002988360984,20210714,1953,700000000,200000000
7183333492448248,20210717,1954,3550000000,840000000
49188729526980541,20210718,1955,56000000000,9500000000
51971068201094874,20210718,1956,20412000000,10206000000
33854964748757477,20210719,1957,1930000000,1500000000
48623320733330408,20210727,1958,6700000000,500000000
35366681030756042,20210727,1959,28688000000,134341922000
68635710163497089,20210727,1960,47200000000,19200000000
47333458678352378,20210727,1961,25000000000,15000000000
58741071099161284,20210727,1962,7000000000,2800000000
70270965300262393,20210728,1963,28848856000,14424428000
33441514568901717,20210728,1964,60000000000,45200000000
39610074039667804,20210731,1965,1000000000,2000000000
61332057061846617,20210801,1966,900000000,600000000
56550776668133562,20210801,1967,1600000000,600000000
35366681030756042,20210801,1968,134341922000,28688000000
55254206302462116,20210801,1969,5550000000,2650000000
39807886630843041,20210801,1970,7728000000,728000000
54493234408301135,20210801,1971,6000000000,3000000000
39610074039667804,20210802,1972,2000000000,1000000000
14800142337291217,20210802,1973,268000000,134000000
70219663893822560,20210808,1974,70100000,24100000
20411759370751096,20210808,1975,12771022000,2936422000
57086055330734195,20210811,1976,16880000000,1200000000
29758477602878557,20210811,1977,4350000000,11000000000
29758477602878557,20210815,1978,11000000000,4350000000
69143674941561637,20210823,1979,70000000000,25000000000
70883594945615893,20210824,1980,2959000000,1802040245
32257753560585502,20210825,1981,5141234000,1468924000
39751275523025334,20210829,1982,5200000000,4000000000
71758511001096824,20210829,1983,10000000000,4318749000
18004480270695404,20210905,1984,200000000,49535498
19990581743778955,20210905,1985,4600000000,2300000000
27405735172634593,20210907,1986,5000000000,3900000000
20946530370469828,20210908,1987,4000000000,600000000
8977441217024425,20210912,1988,1300000000,650000000
71510396252618330,20210912,1989,520000000,370000000
67690708346979840,20210913,1990,1846874000,220000000
14079693677610396,20210918,1991,2000000000,300000000
46741025610365786,20210919,1992,10000000000,4500000000
16567465928886309,20210925,1993,1000000000,1000000
40505767672724777,20210926,1994,36000000000,28000000000
1301069819790264,20210928,1995,62000000000,10000000
60523145697836739,20210929,1996,14000000000,4000000000
37366608481858080,20210929,1997,14000000000,4000000000
60095061789823130,20210929,1998,5600000000,4000000000
47749661205825616,20210929,1999,8543603999,1700000000
59142194115401696,20210929,2000,15000000000,9000000000
60095061789823130,20211003,2001,14000000000,5600000000
4369934250728330,20211003,2002,8000000000,3200000000
5516102131364383,20211004,2003,1500000000,1000000000
7385624172574740,20211006,2004,11675108000,7960000000
34540569618314880,20211006,2005,5000000000,2925089000
59217041815333317,20211013,2006,2137435000,716000000
51617145873056483,20211017,2007,170000000000,75000000000
71290297158948749,20211019,2008,6897079259,700000000
71523986304961239,20211020,2009,778871856,330000000
17330546482145553,20211020,2010,6627718566,4747718566
34557241988629814,20211020,2011,7340000000,5800000000
14073782708315535,20211025,2012,16691134000,2500000000
14398278072324784,20211026,2013,2845343000,410400000
36773155987365094,20211026,2014,2050000000,1150000000
71290297158948749,20211026,2015,6897079260,6897079259
7483280423474368,20211027,2016,14418606750,9102988662
7235435095059069,20211031,2017,4360000000,2180000000
46178280540110577,20211101,2018,19500000000,6500000000
57273529732791251,20211102,2019,3000000000,1428840000
22903901709044823,20211102,2020,1826000000,913000000
22382156782768756,20211103,2021,10040103639,8040103639
65122215875355555,20211107,2022,30950000000,950000000
3722699128879020,20211107,2023,7035988643,1950000000
51971068201094874,20211107,2024,30618000000,20412000000
16693610252404739,20211107,2025,800000000,500000000
60887982279284651,20211109,2026,1400000000,900000000
15039949673085566,20211110,2027,2300000000,1250000000
28864540805361867,20211110,2028,120000000000,50000000000
47749661205825616,20211110,2029,10000000000,8543603999
22275596386264204,20211110,2030,16885030620,6485030620
48619517949257749,20211114,2031,1000000000,350000000
14231831499205396,20211114,2032,230000000,100000000
38555056423456635,20211115,2033,375000000,150000000
52975109254504632,20211116,2034,9515013000,840000000
43545527030854340,20211116,2035,24840000000,10800000000
9698674686691945,20211117,2036,1635471000,124605000
30765727085936322,20211121,2037,800000000,660000000
6131290133202745,20211121,2038,1000000000,204058000
7745894403636165,20211121,2039,139474458247,76000000000
11403770140000603,20211121,2040,1500000000,800000000
31078457170311964,20211121,2041,1400000000,600000000
54277068923045214,20211123,2042,11082120000,322000000
40611478183231802,20211124,2043,950000000,474522000
58964593134314938,20211124,2044,30000000000,10000000000
35425587644337450,20211128,2045,400000000000,200000000000
37204371816016200,20211128,2046,40770000000,27000000000
42387718866026650,20211128,2047,22000000000,3000000000
13937270451301973,20211128,2048,15000000000,8250000000
36899214178084525,20211128,2049,2712000000,1179430000
50633804639547462,20211129,2050,673596936,70000000
11129387075131725,20211201,2051,16000000000,11000000000
16959429956899455,20211205,2052,2700000000,840000000
30974710508383145,20211205,2053,3597281500,153562500
33420285433308219,20211205,2054,1395340000,325340000
45174198424472334,20211207,2055,14540000000,9040000000
18401147983387689,20211208,2056,9000000000,6622407000
29860265627578401,20211212,2057,5000000000,4000000000
69847139870135237,20211212,2058,450000000,200000000
12874072841236826,20211213,2059,3000000000,600000000
16405556680571453,20211214,2060,3500000000,1500000000
23837844039713715,20211215,2061,2000000000,800000000
15259343650667588,20211219,2062,2069445000,330196748
5599691633622269,20211219,2063,2200000000,1200000000
22087269603540841,20211221,2064,16390836000,3233451000
18303237082155264,20211226,2065,1400000000,700000000
46982154647719707,20211226,2066,5000000000,2700000000
12752224677923341,20211226,2067,2187183447,1562183447
47841327496247362,20211226,2068,1800000000,800000000
29247915161590165,20211226,2069,6735150000,675000000
43283802997035462,20211226,2070,5000000000,3900000000
31024260997481994,20211227,2071,3750000000,3349790000
14916489896692147,20211229,2072,800000000,300000000
24079409192818584,20220102,2073,428400000,153000000
22255783119783047,20220102,2074,2100000000,889500000
65671173927025645,20220102,2075,1130000000,770000000
33931218652865616,20220105,2076,5000000000,1650000000
5866848234665627,20220109,2077,2430000000,1530000000
68117765376081366,20220111,2078,2000000000,1600000000
50341528161302545,20220111,2079,1480000000,202400000
9536587154100457,20220116,2080,131040000000,65520000000
14800142337291217,20220116,2081,560000000,268000000
35948133957468680,20220123,2082,7650000000,5100000000
55127657985997520,20220123,2083,13751520000,9167680000
40808043719554948,20220123,2084,24000000000,12000000000
18599703143458101,20220123,2085,15200000000,9500000000
2400322364771558,20220123,2086,1636013456000,142000000000
27405735172634593,20220124,2087,3900000000,5000000000
62977319271289925,20220124,2088,490000000,290000000
48511238766369097,20220125,2089,19457022000,4000000000
71856634742001725,20220125,2090,8000000000,5000000000
41625340598198551,20220125,2091,5000000000,2055019000
28291104595448527,20220125,2092,3500000000,2000000000
23936607891892333,20220126,2093,1930000000,990000000
27405735172634593,20220126,2094,5000000000,3900000000
37614886280396031,20220130,2096,16000000000,10675000000
60451823714332895,20220130,2097,4580000000,3080000000
8977369674477111,20220130,2098,785000000,185000000
19348717261145458,20220130,2099,5000000000,3000000000
25357135030606405,20220131,2100,20000000000,15000000000
38084304113529336,20220206,2102,8000000000,1000000000
32784604551756178,20220206,2103,2040000000,510000000
4614779520007780,20220206,2104,3671273000,1279000000
63363116407864462,20220206,2105,1800000000,360000000
45519261544951819,20220206,2106,3000000000,1005000000
63531021766590755,20220209,2107,10500000000,3500000000
34673681828119297,20220213,2109,2500000000,1500000000
24785665268004766,20220216,2110,7000000000,4000000000
14957056743925737,20220220,2112,300000000,131000000
2254054929817435,20220220,2113,160000000,60000000
48287670503317419,20220223,2114,1800000000,800000000
55862580907068610,20220223,2115,411131232,411131232000
35700344742885862,20220227,2117,200000000000,100000000000
18027801615184692,20220227,2118,119000000000,55500000000
9481703061634967,20220227,2119,12000000000,5000000000
18599703143458101,20220227,2120,9500000000,15200000000
5305844922895340,20220228,2121,696000000,480000000
18599703143458101,20220302,2122,15200000000,9500000000
17528249960294496,20220307,2124,8000000000,4500000000
8725363201030474,20220308,2125,1000000000,500000000
57722642338781674,20220309,2126,1460188183,913938623
7235435095059069,20220309,2127,2180000000,4360000000
7235435095059069,20220313,2129,4360000000,2180000000
59866041653103343,20220314,2130,5000000000,2624000000
59217041815333317,20220316,2131,2800000000,2137435000
11622051128546106,20220316,2132,9221398000,1080000000
42075223783409640,20220327,2135,4455692846,2645692846
22086876724551482,20220327,2136,14288400000,680400000
15039949673085566,20220327,2137,1250000000,2300000000
27308217070238237,20220327,2138,6385128000,250000000
15472396110662150,20220327,2139,1500000000,991440000
4470657233334072,20220327,2140,200000000,125000000
33808206014018431,20220327,2141,2466000000,1644000000
25244329144808274,20220327,2142,489500000000,287000000000
71856634742001725,20220327,2143,5000000000,8000000000
6110133418282108,20220327,2144,476049076692,6000000000
15039949673085566,20220329,2145,2300000000,1250000000
71856634742001725,20220329,2146,8000000000,5000000000
40553302624764543,20220404,2147,18500000000,13000000000
22941065011246116,20220404,2148,1710000000,540000000
27814844870305607,20220404,2149,2000000000,1050000000
71744682148776880,20220410,2150,4000000000,2000000000
2254054929817435,20220412,2151,60000000,160000000
43716452378323683,20220412,2152,2000000000,1080000000
55373808401388162,20220412,2153,950000000,500000000
64973252728260903,20220413,2154,5000000000,2500000000
2254054929817435,20220416,2155,160000000,60000000
57309221039930244,20220417,2156,18000000000,6000000000
41935584690956944,20220417,2157,13000000000,9882729818
45507655586782998,20220417,2158,55000000000,40000000000
45507655586782998,20220418,2159,65000000000,55000000000
7745894403636165,20220418,2160,190000000000,139474458247
32821908911812078,20220418,2161,2587997068,799997068
63380098535169030,20220419,2162,3850000000,270000000
15917865009187760,20220419,2163,14200000000,8200000000
45392752356003555,20220419,2164,75000000000,45000000000
43062880954780884,20220426,2165,1100000000,630000000
48753732042176709,20220427,2166,30000000000,10000000000
4758266259250794,20220501,2167,1764061944,324120000
15949743338644220,20220508,2168,1000000000,700000000
40611478183231802,20220510,2169,474522000,950000000
4470657233334072,20220510,2170,125000000,200000000
61102694810476197,20220511,2171,1100000000,775500000
40611478183231802,20220515,2172,950000000,474522000
4470657233334072,20220515,2173,200000000,125000000
60247433951600827,20220516,2174,8000000000,1143421600
70883594945615893,20220517,2175,2959301084,2959000000
25514780181345713,20220522,2176,30842726351,1090296000
16959429956899455,20220524,2177,840000000,2700000000
58931793851445922,20220525,2178,192428000000,84000000000
16405556680571453,20220525,2179,1500000000,3500000000
16959429956899455,20220529,2180,2700000000,840000000
23837844039713715,20220529,2181,800000000,2000000000
16405556680571453,20220530,2182,3500000000,1500000000
23837844039713715,20220531,2183,2000000000,800000000
60451823714332895,20220531,2184,3080000000,4580000000
30650426998863332,20220601,2185,2500000000,701452430
3863538898378476,20220601,2186,6300000000,5500000000
6757220448540984,20220607,2187,1290085477,1290085000
67988012428906654,20220607,2188,2600000000,1500000000
60451823714332895,20220607,2189,4580000000,3080000000
24085906177899789,20220607,2190,896407000,294981000
27952969918967492,20220607,2191,7000000000,6300000000
5317427172344706,20220607,2192,1600000000,1000000000
6757220448540984,20220608,2193,1700000000,1290085477
4384288570322406,20220612,2194,2250000000,1125000000
33441514568901717,20220612,2195,140000000000,60000000000
43951910415124966,20220613,2196,800000000,400000000
43342306308122676,20220615,2197,1000000000,400000000
62177651435283872,20220619,2198,1000000000,500000000
60350996279289099,20220619,2199,32000000000,15000000000
22255783119783047,20220620,2200,889500000,2100000000
2328862017676109,20220622,2201,23400000000,12000000000
22255783119783047,20220625,2202,2100000000,889500000
778253364357513,20220626,2203,262042862000,207042862000
30650426998863332,20220628,2204,701452430,2500000000
30650426998863332,20220703,2205,2500000000,701452430
49244604018250364,20200628,2206,6500000000,4500000000
57600064931636077,20200204,2207,190000000,120000000
50955253770813736,20140720,2208,0,600000000
6506179926371994,20151215,2209,17537500000,14375000000
44157356183396652,20140909,2210,450000000,300000000
20611319144970886,20200722,2211,9000000000,0
40241078769533838,20130731,2212,400000000,280000000
11982429911960831,20160326,2213,5050000000,3000000000
60276690980289841,20190205,2214,300000000,0
41024100982486985,20180326,2215,238445000,0
16315910303613772,20211114,2216,36360849000,4989059000
36995197800118822,20160301,2217,1000000000,800000000
34721884030854211,20190319,2218,660000000,690000000
21420579611076234,20201125,2219,338000000,0
63499217872110599,20160328,2220,1428000000,84000000
37114514127305200,20190325,2221,1570000000,1250000000
67083516977047564,20191102,2222,120000000,0
37089148943784077,20210925,2223,55000000,4765729
64707090254488560,20210519,2224,141466960,70733480
71343531823156021,20120916,2225,0,43751000
31316784129157162,20140319,2226,420000000,240000000
31316784129157162,20130406,2227,240000000,120000000
20236748310756911,20210523,2228,192689000000,23326000000
6506179926371994,20220208,2229,40000000000,19817375000
68035927975704426,20150325,2230,343138276,171569138
9141577977527107,20200722,2231,880000000,440000000
57100097091423436,20180701,2232,1000000000,700000000
64277529720340548,20141116,2233,0,204114518
44157356183396652,20120616,2234,200000000,120000000
20034264486679145,20141217,2235,1234252141,949424724
7505990056227818,20161203,2236,1390000000,840000000
31959715133485440,20210518,2237,905100000,200000000
17200458201581900,20141020,2238,0,2380840006
62113086389760694,20141231,2239,0,3900000000
36711205224776612,20160607,2240,1600000000,800000000
29628038996571162,20140707,2241,0,16000000
9446254658865991,20161203,2242,550000000,0
3994823794687025,20180609,2243,4000000000,0
34060717549874029,20180107,2244,0,20000000
29829925438875661,20160731,2245,490949988,432035990
16553062355259729,20200614,2246,402285000,320000000
46830341954511303,20160209,2247,16000000000,8000000000
63315013743060811,20180311,2248,867764000,100315000
35415228966794590,20120623,2249,200000000,100000000
59839275647597021,20170507,2250,90000000,120000000
70352803009101806,20150831,2251,294352686,294358664
65472108074101196,20191127,2252,2000000000,0
56574323121551263,20110613,2253,3600000000,3000000000
69472361926040823,20210830,2254,1140000000,300000000
54263829393913132,20210808,2255,1273000000,358000000
28572273203423761,20120502,2256,250000000,206249000
20034264486679145,20120429,2257,632949816,421966544
41024100982486985,20201227,2258,1000000000,0
18136496510495835,20180626,2259,396167030,287540586
20034264486679145,20211121,2260,6668943950,5283843950
15374483986949695,20120917,2261,776960310,388480155
31316784129157162,20170611,2262,1000000000,680000000
70352803009101806,20150823,2263,294358664,240834016
62213941696841599,20140803,2264,400000000,0
15566653888879915,20130115,2265,0,2000000000
49244604018250364,20140624,2266,2500000000,119159994
55765343847988322,20120528,2267,100000000,48000000
24212636157410845,20200620,2268,2380000000,1400000000
29628038996571162,20161030,2269,7840000,0
71658763221550774,20131119,2270,1000000000,400000000
3994823794687025,20111227,2271,0,309859144
17861226991775136,20131125,2272,0,29350063
60636254726285741,20160731,2273,1250000000,1100000000
16553062355259729,20201026,2274,635451000,402285000
17284166795866794,20190105,2275,1000000000,689920000
12901875871456398,20190811,2276,61000000,22000000
70391097626818082,20201115,2277,1485543975,521543975
32512426572922515,20150104,2278,0,20100000
45736528102248622,20180115,2279,0,61000000
36671655475498480,20211023,2280,2068207550,965072550
64277529720340548,20161122,2281,570000000,0
22956708386610464,20170422,2282,307800746,153900373
53647874954005806,20190811,2283,211200000,105600000
9987529074833218,20200615,2284,1802615058,294635458
44665761767777759,20131211,2285,32000000,16000000
24212636157410845,20150824,2286,1400000000,700000000
16777570760181431,20130910,2287,660000000,455885482
60079434631497942,20140819,2288,2000000000,625852000
6506179926371994,20140203,2289,11500000000,9190800000
37119443221185814,20150823,2290,373584657,305681992
44665761767777759,20161030,2291,43200000,32000000
44157356183396652,20130806,2292,300000000,200000000
64289770858657141,20201221,2293,850000000,405000000
68231984905144960,20191110,2294,1000000000,0
68437109220917664,20200120,2295,0,320000000
51761319096940131,20141231,2296,400000000,0
29829925438875661,20150823,2297,432056679,353483992
54135748720267868,20120314,2298,51000000,510000000
43291783149314349,20220316,2299,4800000000,2500000000
38738476064699383,20180326,2300,1500000000,1200000000
57100097091423436,20140602,2301,400000000,300000000
19306562798128539,20170111,2302,0,48999618
54509759694064219,20190317,2303,21121894000,2336653000
61129444668227241,20211205,2304,1320000000,0
23269285154135003,20200601,2305,1263600000,421200000
10681482576452029,20171114,2306,0,60000000
55979741213594029,20210111,2307,219194700,73064900
60550726993072211,20140209,2308,10000000000,0
6506179926371994,20161210,2309,19817375000,17537500000
2334276998450282,20121030,2310,0,110000000
60783654574662426,20190928,2311,993748000,850000000
31316784129157162,20200624,2312,4318749000,1000000000
22956708386610464,20210421,2313,5358820000,4400000000
6506179926371994,20150408,2314,14375000000,11500000000
27148572013604038,20220223,2315,1300000000,700000000
64155926828410021,20201011,2316,228000000,6000000
14061767679814842,20210518,2317,705100000,0
45641540066710190,20150801,2318,1401780000,61400000
51294484197536070,20200621,2319,145000000,36500000
40241078769533838,20141231,2320,800000000,400000000
31316784129157162,20140915,2321,500000000,420000000
12777578088653944,20190923,2322,1500000000,2500000000
56429431740318486,20160315,2323,4000000000,2000000000
59839275647597021,20170422,2324,120000000,60000000
61298636307861167,20210328,2325,351750000,117250000
45608932669358493,20200914,2326,200000000,15000000
27361263980884014,20180326,2327,490000000,280000000
23175320865252772,20210127,2328,1940838000,500000000
39481233087768672,20130120,2329,57627681,43220761
36711205224776612,20140413,2330,800000000,75000000
23049019886587905,20211208,2331,150000000,110000000
43291783149314349,20180113,2332,1500000000,1000000000
22956708386610464,20190226,2333,500000000,307800746
24212636157410845,20220228,2334,4000000000,2380000000
24662567615903665,20200915,2335,3458607000,2441100000
10122902397292564,20150524,2336,3000000000,0
25919132649861263,20190202,2337,0,960000000
20034264486679145,20130716,2338,949424724,632949816
18136496510495835,20140611,2339,143770293,95846862
56429431740318486,20130803,2340,1250000000,752515064
56429431740318486,20110816,2341,752515064,1000000000
63084741752814852,20170530,2342,50000000,10000000
56717416662584054,20190205,2343,797280000,398640000
41024100982486985,20140826,2344,0,600000000
10831074117626896,20190326,2345,171600000,16243440
51061639633638078,20130915,2346,3000000000,1500000000
22950683624908253,20141203,2347,29400000,16800000
41379697187196382,20140707,2348,7900000000,4000000000
36830514291646551,20140721,2349,0,16664132
68994573424108746,20130601,2350,1202000000,202500000
4267564158935326,20141006,2351,480000000,30000000
49953653111442595,20140618,2352,3840000000,1280000000
5128151910501174,20170415,2353,122000000,61000000
55959112038778737,20150119,2354,530282764,769897026
51294484197536070,20210929,2355,400000000,145000000
55979741213594029,20220405,2356,438389400,219194700
36711205224776612,20120325,2357,75000000,750000000
29839331402153595,20200516,2358,332722000,0
4159532151694984,20140712,2359,51891334,51891000
56429431740318486,20161213,2360,5000000000,4000000000
43374709930371268,20200915,2361,1080000000,360000000
71957984642204570,20220425,2362,10000000000,5520000000
51761319096940131,20160529,2363,700000000,0
49953653111442595,20180306,2364,5040000000,3840000000
45736528102248622,20210804,2365,378000000,0
27361263980884014,20181225,2366,1500000000,490000000
45641540066710190,20210728,2367,9095450000,3235362000
25731711930596815,20150124,2368,0,120000000
43291783149314349,20200920,2369,2500000000,2100000000
66514709341259550,20160927,2370,5974725677,800000000
15374483986949695,20161122,2371,1549430000,969430000
20582209779850866,20200112,2372,0,1010000000
60921326452225982,20120422,2373,1470254700,1470255000
60943982687501009,20121008,2374,2824812,0
24131253368329756,20190306,2375,600000000,300000000
40241078769533838,20110904,2376,280000000,168000000
70478735089816939,20120808,2377,0,20000000
29628038996571162,20210217,2378,76800000,0
63704201144621295,20180120,2379,158437500,105625000
44665761767777759,20210217,2380,204800000,128000000
63315013743060811,20200517,2381,1200486000,867764000
67083516977047564,20161228,2382,0,33200000
40025799067544201,20210926,2383,100000000,47000000
43291783149314349,20190625,2384,2100000000,1500000000
36995197800118822,20140803,2385,800000000,400000000
36394683912545018,20130313,2386,30000000,15000000
20034264486679145,20190414,2387,2051943950,1542815000
18136496510495835,20120708,2388,63897910,38338746
21173014653958212,20191225,2389,0,270000000
51294484197536070,20141019,2390,36500000,6500000
43341623113615869,20201011,2391,222000000,0
59839275647597021,20201122,2392,250000000,177000000
12230571636239922,20130727,2393,0,45483600
30399039934945809,20121201,2394,50000000,30000000
22956708386610464,20211114,2395,7500000000,5358820000
59342912854668427,20210901,2396,1200000000,440000000
53686258677793038,20160314,2397,100000000,33992382
66127247173352975,20200509,2398,902719077,385391077
57440811889769541,20200915,2399,185000000,0
60633055620418060,20180422,2400,389465000,230000000
31049085025064185,20190303,2401,445500000,148500000
65826018889855636,20160727,2402,0,600000000
60766200291064340,20120408,2403,0,100000000
64124003812404302,20210131,2404,451900000,0
8304657348899424,20120606,2405,60000000,40000000
55959112038778737,20140224,2406,769897026,384948513
7505990056227818,20141214,2407,840000000,700000000
68994573424108746,20220614,2408,4710646900,2202000000
16553062355259729,20120804,2409,160000000,50000000
49674915481184052,20140826,2410,1500000000,642853508
18136496510495835,20130907,2411,95846862,95846864
42473759412340389,20160924,2412,750000000,623445000
19367527798307032,20181216,2413,750000000,445301482
66842081487196389,20181211,2414,0,159465000
59839275647597021,20200222,2415,177000000,120000000
58035444268544991,20210126,2416,1000000000,600000000
64289770858657141,20190602,2417,405000000,135000000
11982429911960831,20131020,2418,3000000000,1500000000
16553062355259729,20211102,2419,1135000000,635451000
54263829393913132,20180512,2420,358000000,50516820
34721884030854211,20190317,2421,690000000,30000000
51761319096940131,20120623,2422,0,112000000
23269285154135003,20210111,2423,7455240000,1263600000
60847854898533511,20200315,2424,0,11790000
2318736941376687,20200517,2425,26221057000,1500000000
10122902397292564,20140209,2426,0,1500000000
39481233087768672,20130121,2427,64831141,57627681
28193210058353265,20160327,2428,0,700000000
69472361926040823,20210727,2429,300000000,49300000
49627523909849331,20150412,2430,180000000,100000000
66127247173352975,20120919,2431,76851600,31368000
12965822877128721,20191102,2432,200000000,80000000
20034264486679145,20111128,2433,421966544,600431000
20034264486679145,20110730,2434,600431000,353195866
51061639633638078,20150524,2435,6000000000,3000000000
32794759319236248,20161127,2436,0,300000000
23049019886587905,20190713,2437,60000000,48210000
19839750988634567,20150725,2438,1500000000,1200000000
41713045190742691,20190316,2439,3980883999,200000000
23049019886587905,20210302,2440,110000000,60000000
22950683624908253,20200222,2441,276893969,29400000
60276690980289841,20150913,2442,0,36542000
29829925438875661,20131013,2443,178094994,118749996
56591881518499520,20160326,2444,1500000000,905361000
284184891779325,20161211,2445,0,80000000
36830514291646551,20181204,2446,35366740,0
27148572013604038,20210913,2447,700000000,120000000
60921326452225982,20120804,2448,2090254700,1470254700
23891830829322971,20190302,2449,504734248,37800000
12303918642491681,20171030,2450,3500000000,1668968397
57100097091423436,20121023,2451,200000000,100000000
1010647938388655,20150823,2452,320000000,200000000
29829925438875661,20140809,2453,353483992,178094994
12230571636239922,20200509,2454,517328000,0
40003237661553472,20121003,2455,1000000000,600000000
1010647938388655,20140413,2456,200000000,80000000
60636254726285741,20140816,2457,450000000,300000000
4159532151694984,20200913,2458,282711334,51891334
60943982687501009,20121009,2459,15000000,2824812
68994573424108746,20210502,2460,2202000000,1202000000
49396161442874149,20130907,2461,4000000000,2800000000
20034264486679145,20210126,2462,5283843950,2051943950
9141577977527107,20220427,2463,2200000000,880000000
48711126865295010,20160913,2464,0,265200000
14306042760194272,20150609,2465,0,876525727
34621618468546063,20210804,2466,1800000000,600000000
29628038996571162,20200624,2467,54400000,0
68231984905144960,20151117,2468,0,1374148000
17861226991775136,20130618,2469,29350063,234800504
70352803009101806,20140809,2470,240834016,119064010
49396161442874149,20150225,2471,8000000000,4000000000
54509759694064219,20131020,2472,2336653000,397800000
37114514127305200,20190109,2473,1250000000,2500000000
38179358042686391,20121201,2474,6588000000,4000000000
57100097091423436,20190713,2475,1400000000,1000000000
16315910303613772,20220117,2476,86360849000,36360849000
23049019886587905,20190325,2477,48210000,30000000
60079434631497942,20131008,2478,625852000,280000000
10927368312505584,20150526,2479,0,1000000000
31316784129157162,20150701,2480,680000000,500000000
52253184563046994,20150225,2481,4000000000,0
6433335428452486,20210906,2482,654546000,80000000
3427503698999958,20150621,2483,0,76000000
42256988946157416,20210505,2484,7000000000,2000000000
66623036435820019,20181216,2485,304698518,0
56717416662584054,20150422,2486,398640000,333200000
57219771314070546,20140209,2487,20000000000,10000000000
57100097091423436,20131103,2488,300000000,200000000
56301714222926714,20140212,2489,0,1500000000
20582209779850866,20210823,2490,3500000000,0
24807173016704795,20130904,2491,600000000,400000000
1771069330721898,20171220,2492,1813000000,0
831325835570803,20151110,2493,500000000,125000000
54900302818181754,20140528,2494,0,999500000
24662567615903665,20140215,2495,2441100000,1661100000
61129444668227241,20170416,2496,440000000,0
65025801939466586,20130406,2497,0,388480155
63704201144621295,20211122,2498,450000000,158437500
17200458201581900,20150815,2499,2000000000,0
