InsCode,InstrumentID,LatinSymbol,LatinName,CompanyCode,Symbol,Name,CIsin,DEven,Flow,LSoc30,CGdSVal,CGrValCot,YMarNSC,CComVal,CSecVal,CSoSecVal,YVal
56480311926779560,IRR7EFSP0101,EFSX1,EftekharSahamINV-R,EFSP,وفتخارح,ح . سرمايه گذاري افتخار سهام,IRR7EFSP0106,20230816,4,سرمايه گذاري افتخارسهام,A,16,NO,7,56 ,5699,404
56523876503932407,IRB3MR010541,MR1Q1,MarinasunIJR260626,MR01,ماریناسان05,اجاره سلولزي ماريناسان14050405,IRB3MR010548,20230607,2,اجاره صنايع سلولزي ماريناسان,A,17,NO,4,69 ,6910,306
56550776668133562,IRO1DFRB0001,DFRB1,Farabi Pharm.,DFRB,دفارا,داروسازي‌ فارابي‌,IRO1DFRB0008,20230819,1,داروسازي‌ فارابي‌,A,N2,NO,5,43 ,4323,300
56572417882819500,IRR1KCHI0101,KCHX1,Iran China Clay-R,KCHI,کخاکح,ح . صنايع‌خاك‌چيني‌ايران‌,IRR1KCHI0109,20220730,1,صنايع‌خاك‌چيني‌ايران‌,A,N2,NO,5,54 ,5499,400
56574323121551263,IRO7PKBP0001,PKBP1,Amir Kabir Co.,PKBP,شکبیر,پتروشيمي اميركبير,IRO7PKBP0003,20230819,4,پتروشيمي اميركبير,A,P1,NO,7,44 ,4411,309
56585229755651616,IRO1TFKR0001,TFKR1,Kerman Ferr.,TFKR,فروم,توليدفروموليبدن‌كرمان‌,IRO1TFKR0009,20111025,1,توليدفروموليبدن‌كرمان‌,A,N2,NO,5,27 ,2720,300
56591881518499520,IRO7VSNP0001,VSNP1,Sina Insurance,VSNP,وسین,بيمه سينا,IRO7VSNP0003,20230819,4,بيمه سينا,A,P1,NO,7,66 ,6603,309
56656390637511014,IRI3I0120001,I0121,Water Resis.Socks,I012,جورا,جوراب مقاومتي آبي,IRI3I0120001,20180721,2,جوراب مقاومتي آبي,A,Z1,NO,5,76 ,7612,903
56661108161921677,IRR3ARFZ0101,ARFX1,Arfa Steel Co.-R,ARFZ,ارفعح,ح.شركت آهن و فولاد ارفع,IRR3ARFZ0103,20210425,2,شركت آهن و فولاد ارفع,A,Z1,NO,3,27 ,2710,403
56687603998541386,IRO3Z0190001,Z0191,Etessam Invest.,Z019,اعتصام,سرمايه گذاري اعتصام,IRO3Z0190000,20180721,2,سرمايه گذاري اعتصام,A,Z1,NO,5,56 ,5699,303
56717416662584054,IRO7TKDP0001,TKDP1,Takado,TKDP,وکادو,تكادو,IRO7TKDP0007,20230820,4,تكادو,A,P1,NO,7,56 ,5699,309
56738062726001817,IRR1VARZ0101,VARX1,Varziran-R,VARZ,کورزح,ح . ورزيران‌,IRR1VARZ0105,20100411,1,ورزيران‌,A,N2,NO,5,54 ,5499,400
56772105873719945,IRR1KRAF0101,KRAX1,Karafarin Bank-R,KRAF,وکارح,ح . بانك‌ كارآفرين‌,IRR1KRAF0102,20211030,1,بانك‌ كارآفرين‌,A,N1,NO,3,57 ,5719,400
56798822689379375,IRO7ARAP0001,ARAP1,Arya Shipping,ARAP,حاریا,كشتيراني آريا,IRO7ARAP0004,20230819,4,كشتيراني آريا,A,C1,NO,7,61 ,6110,309
56802926348928053,IRO7LZIN0001,LZIN1,Leasing Iran,LZIN,ولیز,ليزينگ ايران,IRO7LZIN0005,20230819,4,ليزينگ ايران,A,P1,NO,7,58 ,5891,309
56820995669577571,IRO1GLOR0001,GLOR1,Lorestan Sugar,GLOR,قلرست,قند لرستان‌,IRO1GLOR0002,20230819,1,قند لرستان‌,A,N2,NO,5,38 ,3842,300
56871139881800017,IRT1TSCA0001,TSCA1,TOSCA ETF,TSCA,توسکا,صندوق س توسعه فولاد- ثابت,IRT1TSCA0002,20230806,1,صندوق س توسعه فولاد- ثابت,A,H1,NO,4,68 ,6812,305
56881008607657214,IRO3ZF640001,ZF641,Toka boton Co,ZF64,توکا بتن,توكا بتن,IRO3ZF640007,20180721,2,توكا بتن,A,Z1,NO,5,54 ,5495,303
56881993417852599,IRO6MELZ9731,TM051,Melli Mortgage1806,MELZ,تملی703,تسهيلات مسكن ب. ملي-خرداد97,IRO6MELZ9739,20230702,2,تسهيلات مسكن بانك ملي ايران,A,M1,NO,4,59 ,5910,307
56883298211786806,IRO3KHRZ0001,KHRZ1,Kharazmy Invest,KHRZ,خارزم,حذف-سرمايه گذاري خوارزمي,IRO3KHRZ0007,20121016,2,سرمايه گذاري خوارزمي,A,Z1,NO,1,56 ,5699,303
56918976818189623,IRB3TB2498B1,TB241,TreasuryBill200203,TB24,اخزا612,اسنادخزانه-م12بودجه96-981114,IRB3TB2498B7,20180721,2,اسنادخزانه-م12بودجه96-981114,A,I1,NO,4,69 ,6940,306
56954020142895515,IRR3IMFZ0101,IMFX1,Cult.Herit. Inv.-R,IMFZ,سمگاح,ح. سرمايه گذاري ميراث فرهنگي,IRR3IMFZ0100,20220418,2,گروه سرمايه گذاري ميراث فرهنگي,A,1Z,NO,1,55 ,5510,403
56955187872206074,IRB3TB389851,TB381,TreasuryBill190814,TB38,اخزا705,اسنادخزانه-م5بودجه97-980523,IRB3TB389851,20180910,2,اسنادخزانه اسلامي-م5بودجه1397,A,I1,NO,4,69 ,6940,306
57005100184766878,IRR7OECP0101,OECX1,Oil Engr. Constr-R,OECP,شساختح,ح . مهندسي و ساختمان صنايع نفت,IRR7OECP0103,20230628,4,مهندسي و ساختمان صنايع نفت,A,P1,NO,7,11 ,1120,404
57007700552650971,IRR1GMRO0101,GMRX1,Marvdasht Sugar-R,GMRO,قمروح,ح . قند مرودشت‌,IRR1GMRO0103,20230111,1,قند مرودشت‌,A,N1,NO,3,38 ,3842,400
57013080981487913,IRTKSBBZ0001,SBBZ1,Sabz Hamerz ETF,SBBZ,سبز,صندوق س.كالايي سبز هامرز,IRTKSBBZ0003,20230130,7,صندوق س.كالايي سبز هامرز,A,QS,NO,4,68 ,6811,380
57027493672958737,IRR1BTEJ0101,BTEX1,Tejarat Bank-R,BTEJ,وتجارتح,ح . بانك تجارت,IRR1BTEJ0103,20191014,1,بانك تجارت,A,N1,NO,3,57 ,5719,400
57076944665294912,IRB3RK010151,RK1Q1,RailKosarIJR220731,RK01,ریل1401,اجاره ريل كوثر14010509,IRB3RK010151,20221212,2,اجاره ريل كوثر,A,17,NO,4,69 ,6910,306
57086055330734195,IRO1TSRZ0001,TSRZ1,Razi P. Glasses,TSRZ,کرازی,كارخانجات‌توليدي‌شيشه‌رازي‌,IRO1TSRZ0007,20230819,1,كارخانجات‌توليدي‌شيشه‌رازي‌,A,N1,NO,1,54 ,5410,300
57100097091423436,IRO7FRBP0001,FRBP1,Fara Bourse Co.,FRBP,فرابورس,فرابورس ايران,IRO7FRBP0008,20190713,2,فرابورس ايران,A,L1,NO,7,67 ,6712,309
57136379898204100,IRR1DYZD0101,DYZX1,Derakhshan Yazd-R,DYZD,ندرخشح,ح . درخشان‌ يزد,IRR1DYZD0105,20081126,1,درخشان‌ يزد,A,N4,NO,4,17 ,1711,400
57139694841580593,IRB3TB600051,TB601,TreasuryBill210810,TB60,اخزا806,اسنادخزانه-م6بودجه98-000519,IRB3TB600059,20200526,2,اسنادخزانه اسلامي-م6بودجه1398,A,I1,NO,4,69 ,6940,306
57143708777958591,IRO3Z0640001,Z0641,Niroo Transfo,Z064,نیرو ترانسفو,كارخانجات توليدي نيرو ترانسفو,IRO3Z0640004,20190708,2,كارخانجات توليدي نيرو ترانسفو,A,Z1,NO,5,31 ,3110,303
57219771314070546,IRO7IPTP0001,IPTP1,Ir.Inv.Petr.,IPTP,پترول,گروه پتروشيمي س. ايرانيان,IRO7IPTP0007,20140303,2,گروه پتروشيمي س. ايرانيان,A,P1,NO,7,44 ,4499,309
57269023014175240,IRO7GSMP0001,GSMP1,Gheshm Marine,GSMP,حقشم,دريايي و مهندسي كشتيراني قشم,IRO7GSMP0003,20120710,2,دريايي و مهندسي كشتيراني قشم,A,P1,NO,7,61 ,6120,309
57273529732791251,IRO1MSTI0001,MSTI1,Motorsazan,MSTI,خموتور,موتورسازان‌تراكتورسازي‌ايران‌,IRO1MSTI0003,20230819,1,موتورسازان‌تراكتورسازي‌ايران‌,A,N2,NO,5,34 ,3410,300
57295057787011214,IRB3W0270271,W0271,PCC Refah20231022,W027,گام020713,گواهي اعتبار مولد رفاه0207,IRB3W0270275,20230607,2,گواهي اعتبار مولد رفاه020730,A,17,NO,4,69 ,6922,306
57300230097485720,IRO3PEGZ0001,PEGZ1,Pegah Gilan,PEGZ,غگیلا,شيرپاستوريزه پگاه گيلان,IRO3PEGZ0008,20230819,2,شيرپاستوريزه پگاه گيلان,A,1Z,NO,1,42 ,4220,303
57302886786783094,IRB3RN0206C1,RN021,ReylNoa.IJR280229,RN02,نوآفرین06,اجاره ريل پردازنوآفرين14061210,IRB3RN0206C3,20230607,2,ريل پردازنوآفرين0612,A,17,NO,4,69 ,6910,306
57309221039930244,IRO1SNMA0001,SNMA1,Ind. & Mine Inv,SNMA,وصنعت,سرمايه گذاري توسعه صنعت وتجارت,IRO1SNMA0007,20230819,1,سرمايه گذاري توسعه صنعت وتجارت,A,N1,NO,1,56 ,5699,300
57329318081089375,IRR1CONT0101,CONX1,Iran Counter-R,CONT,آکنتورح,ح . كنتورسازي‌ايران‌,IRR1CONT0104,20171213,1,كنتورسازي‌ايران‌,A,N1,NO,3,33 ,3312,400
57350511580537603,IRXWXEXR0006,WEX06,EXIR Composite Pr.,IDXS,شاخص اکسیر قیمت6,شاخص اكسير قيمت,IRXWXEXR0007,20210825,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,70
57387658155768357,IRB4SO050231,O05Q1,SOV.GMR104SP230524,SO05,اراد104,مرابحه عام دولت104-ش.خ020303,IRB4SO050235,20230607,2,مرابحه عام دولت104-ش.خاص0203,A,17,NO,4,69 ,6945,706
57395291357606965,IRB3SR3201C1,R32Q1,Anti Covid-19 CF2,SR32,کرونا2,تامين مالي جمعي صرفا اهداي سود,IRB3SR3201C0,20210914,2,تامين مالي جمعي نيكوكارانه2,A,41,NO,4,69 ,6945,306
57424362806755583,IRO7ENRP0001,ENRP1,Etebari Noor,ENRP,ونور,اعتباري نور,IRO7ENRP0005,20230819,4,اعتباري نور,A,L1,NO,7,57 ,5719,309
57440811889769541,IRR7ITLP0101,ITLX1,Italran-R,ITLP,کایتاح,ح.ايتالران‌,IRR7ITLP0103,20201004,4,ايتالران‌,A,P1,NO,7,54 ,5495,404
57462267975967417,IRR1SMRI0101,SMRX1,Iran Tele.-R,SMRI,لمخابرح,ح . ‌مخابراتي‌راه‌دورايران‌,IRR1SMRI0107,20090716,1,صنايع‌مخابراتي‌راه‌دورايران‌,A,N2,NO,5,32 ,3220,400
57474654408676379,IRB4SG560381,G56Q1,SOV.GMR56.SP241118,SG56,اراد56,مرابحه عام دولت5-ش.خ 0308,IRB4SG560381,20230607,2,مرابحه عام دولت5-شرايط خاص0308,A,17,NO,4,69 ,6945,706
57487343869808400,IRB3SI2499B1,I24Q1,SOV.IJR2-NVN210206,SI24,اجاد24,اجاره دولتي آپرورش-نوين991118,IRB3SI2499B2,20221212,2,اجاره دولتي آپرورش-نوين991118,A,17,NO,4,69 ,6942,306
57498323844693360,IRO1MOIN0001,MOIN1,Moein Mellat Co,MOIN,ومعین,سرمايه گذاري توسعه معين ملت,IRO1MOIN0003,20230819,1,سرمايه گذاري توسعه معين ملت,A,N1,NO,3,65 ,6599,300
57513265745691613,IRB3TB579951,TB571,TreasuryBill200811,TB57,اخزا803,اسنادخزانه-م3بودجه98-990521,IRB3TB579956,20191005,2,اسنادخزانه اسلامي-م3بودجه1398,A,I1,NO,4,69 ,6940,306
57524237583720590,IRB3TB239841,TB231,TreasuryBill190702,TB23,اخزا609,اسنادخزانه-م9بودجه96-980411,IRB3TB239841,20180721,2,اسنادخزانه-م9بودجه96-980411,A,I1,NO,4,69 ,6940,306
57551382352708199,IRO5GSKS0001,GSKS1,Gaz Sekkeh,GSKS,غگز,گز سكه,IRO5GSKS0004,20230108,2,گز سكه,A,V1,NO,9,42 ,4243,313
57576691407491832,IRR1KESF0101,KESX1,Isfahan Tile-R,KESF,کاصفاح,ح . كاشي‌ اصفهان‌,IRR1KESF0107,20130625,1,كاشي‌ اصفهان‌,A,N2,NO,5,49 ,4993,400
57584978137623518,IRB4SF830251,S83Q1,SOV.MNF83SP230727,SF83,افاد83,منفعت دولت8-ش.خاص تمدن0205,IRB4SF830256,20230607,2,منفعت دولت8-شرايط خاص تمدن,A,17,NO,4,69 ,6946,706
57585821705408565,IRT3VC080001,VC081,Firoozeh VCF-VR,VC08,ونچر,ص.ج.فيروزه40%تاديه,IRT3VC080002,20230515,2,ص.س.جسورانه فيروزه,A,T1,NO,4,68 ,6815,305
57600064931636077,IRO7JMIP0001,JMIP1,Jami investment,JMIP,وجامی,سرمايه گذاري جامي,IRO7JMIP0002,20230819,4,سرمايه گذاري جامي,A,P1,NO,7,56 ,5699,309
57616105980228781,IRX6X49T0006,X49T6,Index Group 49,IDXS,49-کاشی و سرامیک6,49-كاشي و سراميك,IRX6X49T0001,20210829,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
57639364758870873,IRO1PSIR0001,PSIR1,Iran Glass Wool,PSIR,کپشیر,پشم‌شيشه‌ايران‌,IRO1PSIR0002,20230819,1,پشم‌شيشه‌ايران‌,A,N2,NO,5,54 ,5410,300
57714949492552862,IRO3Z0040001,Z0041,Marjan Petroch.,Z004,پتروشیمی مرجان,پتروشيمي مرجان,IRO3Z0040007,20180721,2,پتروشيمي مرجان,A,Z1,NO,5,44 ,4411,303
57715478894469223,IRR1BPRS0101,BPRX1,Pars Packing-R,BPRS,چبسپاح,ح . بسته‌ بندي‌ پارس‌,IRR1BPRS0101,20100411,1,بسته‌ بندي‌ پارس‌,A,N2,NO,5,21 ,2102,400
57722642338781674,IRO1PLKK0001,PLKK1,Plascokar Saipa,PLKK,پلاسک,پلاسكوكار,IRO1PLKK0002,20230819,1,پلاسكوكار,A,N2,NO,5,25 ,2520,300
57728534324022361,IRT3GJAF0001,GJAF1,GanjinehAvid1 ETF,GJAF,گنجین,صندوق س. گنجينه يكم آويد-د,IRT3GJAF0003,20230702,2,صندوق س. گنجينه يكم آويد,A,1A,NO,4,68 ,6812,305
57731325451718490,IRO3MSZ89071,MK011,Bank Maskan,MSKZ,تسه8907,امتياز تسهيلات مسكن مهرماه89,IRO3MSZ89074,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
57743663132185249,IRB4SG380151,G38Q1,SOV.GMR38.SP220815,SG38,اراد38,مرابحه عام دولت3-ش.خ 0105,IRB4SG380152,20221212,2,مرابحه عام دولت3-شرايط خاص0105,A,17,NO,4,69 ,6945,706
57761388729898548,IRT3AVSF0001,AVSF1,Andishe Varzan ETF,AVSF,اوصتا,صندوق انديشه ورزان صباتامين -د,IRT3AVSF0003,20230709,2,صندوق س. انديشه ورزان صباتامين,A,1A,NO,4,68 ,6812,305
57768102707741806,IRO7DTKP0001,DTKP1,Datak CO.,DTKP,داتک,گسترش ارتباطات داتك,IRO7DTKP0007,20120710,2,گسترش ارتباطات داتك,A,P1,NO,7,72 ,7200,309
57789973477176391,IRR3MAHZ0101,MAHX1,Malard AGRI&Husb-R,MAHZ,زملاردح,ح.كشاورزي و دامپروري ملارد شير,IRR3MAHZ0106,20230328,2,كشاورزي و دامپروري ملارد شير,A,16,NO,3,01 ,0140,403
57822184818053480,IRR7LZIN0101,LZIX1,Leasing Iran-R,LZIN,ولیزح,ح . ليزينگ ايران,IRR7LZIN0107,20230319,4,ليزينگ ايران,A,P1,NO,7,58 ,5891,404
57857218314224912,IRO3ZF040001,ZF041,Bisoton Company,ZF04,پذیره-ستون,پذيره-پتروشيمي بيستون,IRO3ZF040000,20180721,2,پتروشيمي بيستون,A,Z1,NO,5,44 ,4424,303
57867164060854300,IRXZXPHM0006,XPHM6,IFB Manf of Pharm,IDXS,دارو فرابورس6,شاخص دارو فرابورس,IRXZXPHM0006,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
57875847776839336,IRO1NALM0001,NALM1,Aluminum R.,NALM,فنوال,نورد آلومينيوم‌,IRO1NALM0004,20230819,1,نورد آلومينيوم‌,A,N1,NO,3,27 ,2720,300
57884321808046956,IRO3Z0440001,Z0441,Pension Services,Z044,خدمات بازنشستگی,خدمات مديريت صندوق بازنشستگي,IRO3Z0440009,20180721,2,خدمات مديريت صندوق بازنشستگي,A,Z1,NO,5,56 ,5699,303
57944184894703821,IRO1ALBZ0001,ALBZ1,S*Alborz Inv.,ALBZ,والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,IRO1ALBZ0003,20230819,1,سرمايه‌ گذاري‌ البرز(هلدينگ‌,A,N1,NO,1,43 ,4399,300
58000772709340489,IRR7BNDP0101,BNDX1,Darya bandar Co-R,BNDP,حبندرح,ح.دريايي وكشتيراني خط دريابندر,IRR7BNDP0106,20230716,4,دريايي و كشتيراني خط دريابندر,A,16,NO,7,60 ,6003,404
58024357149774390,IRR1KPRS0101,KPRX1,Pars Tile-R,KPRS,کپارسح,ح . كاشي‌ پارس‌,IRR1KPRS0100,20190708,1,كاشي‌ پارس‌,A,N2,NO,5,49 ,4993,400
58035444268544991,IRO7CMKP0001,CMKP1,Momtazan Cement,CMKP,سمتاز,سيمان ممتازان كرمان,IRO7CMKP0005,20230819,4,سيمان ممتازان كرمان,A,P1,NO,7,53 ,5394,309
58097053240000607,IRO1VARZ0001,VARZ1,Varziran,VARZ,کورز,ورزيران‌,IRO1VARZ0003,20130721,1,ورزيران‌,A,N2,NO,5,54 ,5499,300
58120226425289272,IRO1DENA0001,DENA1,Dena Tire,DENA,پدنا,توليدي‌لاستيك‌دنا,IRO1DENA0004,20090716,1,توليدي‌لاستيك‌دنا,A,N2,NO,5,25 ,2511,300
58134872797540565,IRB4SG440071,G44Q1,SOV.GMR44.SP211013,SG44,اراد44,مرابحه عام دولت4-ش.خ 0007,IRB4SG440071,20221212,2,مرابحه عام دولت4-شرايط خاص0007,A,17,NO,4,69 ,6945,706
58156737504740326,IRO3HJNZ0001,HJNZ1,South-Iran Ship,HJNZ,حجنوب,كشتيراني جنوب خط ايران,IRO3HJNZ0004,20150413,2,كشتيراني جنوب خط ايران,A,D1,NO,1,60 ,6003,303
58180284328186631,IRO7RFNZ0001,RFNZ1,Ravan Fan Avar,RFNZ,خفناور,مهندسي صنعتي روان فن آور,IRO7RFNZ0002,20230819,4,مهندسي صنعتي روان فن آور,A,P1,NO,7,34 ,3430,309
58198007384583512,IRR1SBAH0101,SBAX1,Bahman Inv.-R,SBAH,وبهمنح,ح . سرمايه‌گذاري‌بهمن‌,IRR1SBAH0100,20171213,1,سرمايه‌گذاري‌بهمن‌,A,N1,NO,1,56 ,5699,400
58208801871943418,IRO5AZBS0001,AZBS1,Urmia Azar Battery,AZBS,خاذر,توليدي آذر باتري اروميه,IRO5AZBS0002,20180721,2,توليدي آذر باتري اروميه,A,V1,NO,9,34 ,3430,313
58213420124226840,IRO1KPAS0001,KPAS1,Pars Carton,KPAS,چکارپ,كارتن‌ پارس‌,IRO1KPAS0007,20081126,1,كارتن‌ پارس‌,A,N4,NO,4,21 ,2102,300
58231368623465359,IRX6X35T0006,X35T6,Index Group 35,IDXS,35-حمل و نقل6,35-حمل و نقل,IRX6X35T0007,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
58242024190036642,IRR1LMIR0101,LMIX1,Iran M. & P. M.-R,LMIR,فلولهح,ح . لوله‌وماشين‌سازي‌ايران‌,IRR1LMIR0104,20200823,1,لوله‌وماشين‌سازي‌ايران‌,A,N2,NO,5,27 ,2710,400
58330599921175874,IRR1BAMA0101,BAMX1,Bama-R,BAMA,کاماح,ح . باما,IRR1BAMA0103,20191014,1,باما,A,N1,NO,1,13 ,1320,400
58349566728384453,IRR1MNMH0101,MNMX1,Niromohareke M.-R,MNMH,تمحرکهح,ح . ماشين‌سازي‌نيرومحركه‌,IRR1MNMH0108,20171213,1,ماشين‌سازي‌نيرومحركه‌,A,N2,NO,5,29 ,2915,400
58350758724585444,IRR7VSNP0101,VSNX1,Sina Insurance,VSNP,وسینح,ح .بيمه سينا,IRR7VSNP0105,20180721,4,بيمه سينا,A,P1,NO,7,66 ,6603,404
58356374066358100,IRO1RVND0001,RVND1,Arvand Petro.,RVND,اروند,پتروشيمي اروند,IRO1RVND0004,20230819,1,پتروشيمي اروند,A,N2,NO,5,44 ,4413,300
58358543014279572,IRO1OS250001,OS251,Lorestan Inv.,OS25,وسلرستا,شركت س استان لرستان,IRO1OS250005,20230819,1,شركت س استان لرستان,A,N2,NO,5,56 ,5699,300
58432687994606328,IRO3MSZ95011,MK671,BANK MASKAN,MSKZ,تسه9501,امتياز تسهيلات مسكن فروردين95,IRO3MSZ95014,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
58440550086834602,IRX6X20T0006,X20T6,Index Group 20,IDXS,20-محصولات چوبی6,20-محصولات چوبي,IRX6X20T0004,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
58462435595049907,IRO3PEIZ0001,PEIZ1,Petro. Eqpt. Ind.,PEIZ,فنفت,صنايع تجهيزات نفت,IRO3PEIZ0006,20180721,2,صنايع تجهيزات نفت,A,Z1,NO,3,27 ,2710,303
58474277119959628,IRO6MELZ9781,TM101,Melli Mortgage1811,MELZ,تملی708,تسهيلات مسكن ب. ملي-آبان97,IRO6MELZ9788,20230702,2,تسهيلات مسكن بانك ملي ايران,A,M1,NO,4,59 ,5910,307
58482817740704549,IRO3KKHP0001,KKHP1,Arman Gostar Pariz,KKHP,خکرمان,سرمايه گذاري آرمان گستر پاريز,IRO3KKHP0006,20230820,2,سرمايه گذاري آرمان گستر پاريز,A,Z1,NO,3,34 ,3410,303
58506711606206967,IRB3EM0806C1,EM081,EMobinIJRTOS280317,EM08,مبین062,اجاره اعتمادمبين توسعه14061227,IRB3EM0806C0,20230607,2,اجاره اعتمادمبين توسعه ملي0612,A,17,NO,4,69 ,6910,306
58514988269776425,IRTKGANJ0001,GANJ1,Kardan Gold ETF,GANJ,گنج,صندوق س. طلا كيميا زرين كاردان,IRTKGANJ0004,20230214,7,صندوق س. طلا كيميا زرين كاردان,A,QS,NO,4,68 ,6811,380
58602432837130018,IRO7KAFP0001,KAFP1,Kaf,KAFP,شکف,كف,IRO7KAFP0006,20230819,4,كف‌,A,C1,NO,7,44 ,4424,309
58634422155366009,IRO3Z0060001,Z0061,kerm abrisham,Z006,ابریشم,پرورش كرم ابريشم ايران,IRO3Z0060005,20220108,2,پرورش كرم ابريشم ايران,A,Z1,NO,5,01 ,0142,303
58741071099161284,IRO3FRBZ0001,FRBZ1,Iran Fara Bourse,FRBZ,فرابورس,فرابورس ايران,IRO3FRBZ0000,20230819,2,فرابورس ايران,A,1Z,NO,1,67 ,6711,303
58741156544596000,IRXWXEXR0026,WEX26,EXIR Com EqWeig Pr,IDXS,اکسیر قیمت هم وزن6,شاخص اكسير قيمت هم وزن,IRXWXEXR0023,20210825,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,70
58787595073032545,IRB3MIDZ9711,MIDQ1,Midko 20%,MIDZ,ومدکو2,اوراق مشاركت ميدكو ماهانه %20,IRB3MIDZ9719,20180721,2,اوراق مشاركت ميدكو ماهانه %20,A,Z1,NO,4,69 ,6923,306
58789178087946067,IRT3SVDF0001,SVDF1,ServateDariush ETF,SVDF,داریوش,صندوق س. ثروت داريوش -س,IRT3SVDF0000,20220906,2,صندوق س. سهام ثروت داريوش,A,T1,NO,4,68 ,6811,305
58810336532668771,IRO3YAFZ0001,YAFZ1,Yazd Faranasooz,YAFZ,کایزد,فرانسوز يزد,IRO3YAFZ0002,20230819,2,فرانسوز يزد,A,Z1,NO,3,54 ,5492,303
58844198664910839,IRR3GDSZ0101,GDSX1,Golgasht Nemoune-R,GDSZ,زگلدشتح,ح.كشت و دام گلدشت نمونه اصفهان,IRR3GDSZ0108,20220507,2,كشت و دام گلدشت نمونه اصفهان,A,1Z,NO,1,01 ,0121,403
58852293795036597,IRT3VISF0001,VISF1,Vista ETF,VISF,ویستا,صندوق س. ويستا -س,IRT3VISF0005,20220906,2,صندوق س. سهام ويستا,A,T1,NO,4,68 ,6811,305
58873907630765023,IRO1TSAN0001,TSAN1,Amin Investment,TSAN,امین,تامين سرمايه امين,IRO1TSAN0000,20230819,1,تامين سرمايه امين,A,N2,NO,5,67 ,6719,300
58892839837671228,IRO1SOLI0001,SOLI1,Soliran.,SOLI,فسلیر,سوليران‌,IRO1SOLI0009,20130218,1,سوليران‌,A,N2,NO,5,28 ,2811,300
58903026391426893,IRO3Z0570001,Z0571,Sirjan Iranian ST,Z057,سیرجان,فولاد سيرجان,IRO3Z0570003,20181219,2,فولاد سيرجان,A,Z1,NO,5,27 ,2710,303
58914608300180328,IRB3OMIZ9451,OMIQ1,Omid Company,OMIZ,صامید,اجاره اميد سه ماهه 20 درصد,IRB3OMIZ9450,20140721,2,اجاره اميد سه ماهه 20 درصد,A,Z1,NO,4,69 ,6910,306
58931793851445922,IRO1MADN0001,MADN1,S*Metals & Min.,MADN,ومعادن,توسعه‌معادن‌وفلزات‌,IRO1MADN0004,20230819,1,توسعه‌معادن‌وفلزات‌,A,N1,NO,1,13 ,1399,300
58964593134314938,IRO3MEAZ0001,MEAZ1,Mehr Ayandegan,MEAZ,ومهان,گروه توسعه مالي مهر آيندگان,IRO3MEAZ0007,20230304,2,گروه توسعه مالي مهر آيندگان,A,Z1,NO,3,56 ,5699,303
58965710006903807,IRT3PC030001,PC031,Kaman Chari PCF-PR,PC03,کمان,س.خ.كمان كاريزما 35% تاديه,IRT3PC030005,20230515,2,ص.س.خصوصي كمان كاريزما,A,T1,NO,4,68 ,6816,305
58999606802857888,IRR1FROZ0101,FROX1,Firouza-R,FROZ,تفیروح,ح . فيروزا,IRR1FROZ0109,20100411,1,فيروزا,A,N2,NO,5,29 ,2915,400
58999969923044052,IRB3DZ020571,DZ2Q1,Diesel MRB 260928,DZ02,دیزل05,مرابحه بهمن ديزل 14050706,IRB3DZ020571,20230607,2,مرابحه بهمن ديزل,A,17,NO,4,69 ,6911,306
59021777706748726,IRR1GRGN0101,GRGX1,Melli Cult. Dev-R,GRGN,غگرگح,ح . توسعه‌ كشت‌ و صنعت‌ ملي‌,IRR1GRGN0102,20081126,1,توسعه‌ كشت‌ و صنعت‌ ملي‌,A,N4,NO,4,42 ,4213,400
59061939785593482,IRR1SNRO0101,SNRX1,Nirou Inv.-R,SNRO,ونیروح,ح . سرمايه‌گذاري‌نيرو,IRR1SNRO0108,20210530,1,سرمايه‌گذاري‌نيرو,A,N1,NO,1,40 ,4010,400
59072619630145488,IRO7SNDP0001,SNDP1,SAHAND POWER,SNDP,سهند,توليد نيروي برق سهند,IRO7SNDP0005,20120123,2,توليد نيروي برق سهند,A,P1,NO,7,40 ,4010,309
59105676994811497,IRX6X66T0006,X66T6,Index Group 66,IDXS,بیمه و بازنشسته666,بيمه و بازنشسته66,IRX6X66T0009,20171213,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
59118826872518806,IRB3SR4102C1,SR411,khoyEarthquake01,SR41,زلزله خوی01,تامين مالي جمعي زلزله خوي,IRB3SR4102C9,20230205,2,تامين م.زلزله خوي اهداي كامل,A,17,NO,4,69 ,6945,306
59123702179009481,IRB3MEHZ94C1,MEHQ1,Maskan Mehr,MEHZ,مسکن94,مشاركت مسكن مهر941214,IRB3MEHZ94C3,20160206,2,مشاركت مسكن مهر941214,A,Z1,NO,4,69 ,6925,306
