4795530891409462,بخاور,20160314,1000.00,1000.00,0,0,0.00,0.00,0.00,1000.00,0.00
4795530891409462,بخاور,20160315,500.00,500.00,5036,492400000,246200000000.00,500.00,500.00,1000.00,500.00
4795530891409462,بخاور,20160316,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160326,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160327,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160328,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160329,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160330,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160402,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160403,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160404,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160405,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160406,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160409,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160410,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160411,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160412,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160413,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160416,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160417,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160418,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160419,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160420,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160423,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160424,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160425,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160426,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160427,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160430,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160501,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160502,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160503,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160504,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160507,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160508,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160509,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160510,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160511,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160514,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160515,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160516,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160517,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160518,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160521,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160523,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160524,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160525,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160528,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160529,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160530,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160531,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160601,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160605,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160606,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160607,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
4795530891409462,بخاور,20160608,500.00,500.00,0,0,0.00,0.00,0.00,500.00,0.00
