Symbol,DEven,PriceFirst,PriceMax,PriceMin,PClosing,QTotTran5J
ذوب,20120208,144.97,144.97,144.97,144.97,248387500
ذوب,20120212,152.2,152.2,146.75,151.75,75848282
ذوب,20120213,153.31,155.31,144.64,150.09,23435322
ذوب,20120214,146.75,147.19,143.75,144.97,12352753
ذوب,20120215,145.75,147.19,142.53,144.64,9402675
ذوب,20120218,143.41,147.08,143.41,145.19,10763775
ذوب,20120219,144.53,145.97,140.97,143.97,8287222
ذوب,20120220,139.08,141.19,137.3,138.86,7255902
ذوب,20120318,161.2,172.21,155.87,164.32,50477765
ذوب,20120324,172.43,172.43,172.43,172.43,780221
ذوب,20120325,180.99,180.99,180.99,180.99,1107443
ذوب,20120326,187.106,189.997,175.655,186.328,35810039
ذوب,20120327,194.555,195.555,193.443,195.333,6474176
ذوب,20120328,205.01,205.01,205.01,205.01,468277
ذوب,20120402,211.12,214.01,202.56,209.12,44896673
ذوب,20120403,202.45,203.45,198.67,199.67,12919026
ذوب,20120404,194.78,201.23,194.33,198.11,12630819
ذوب,20120407,196.78,207.67,196.78,205.45,11614226
ذوب,20120408,211.23,215.68,205.67,214.57,22050791
ذوب,20120409,214.677,218.457,211.231,213.677,6497534
ذوب,20120410,219.01,224.35,218.79,221.79,15758626
ذوب,20120411,222.35,232.8,221.24,229.46,11247915
ذوب,20120414,239.024,240.914,234.244,240.47,42588864
ذوب,20120415,252.476,252.476,250.142,252.476,54534304
ذوب,20120416,254.03,255.7,239.91,244.47,25315913
ذوب,20120417,244.58,247.92,233.47,241.03,12988892
ذوب,20120418,244.03,253.03,244.03,251.81,26599215
ذوب,20120421,255.7,259.04,242.69,247.81,6825525
ذوب,20120422,243.36,244.583,239.024,241.137,4886382
ذوب,20120423,240.14,240.14,229.13,231.13,14799724
ذوب,20120424,225.68,240.14,222.46,232.8,6179016
ذوب,20120428,232.354,232.354,221.236,222.904,12686141
ذوب,20120429,217.57,221.13,211.79,212.12,6441177
ذوب,20120430,211.34,217.57,209.01,213.68,8112389
ذوب,20120501,215.68,218.12,209.12,212.01,4328093
ذوب,20120502,209.01,211.23,205.67,207.9,2869438
ذوب,20120505,210.12,211.12,202.34,205.56,3383765
ذوب,20120506,204.78,214.45,204.67,208.23,3594916
ذوب,20120507,211.23,214.01,206.78,210.12,2785501
ذوب,20120508,211.12,211.12,206.78,208.34,1648458
ذوب,20120509,206.34,210.01,202.45,205.23,4350120
ذوب,20120512,206.78,206.78,195,196.44,8680780
ذوب,20120513,193.67,202.56,189.11,198,3181276
ذوب,20120514,200.113,207.896,200.113,207.562,6715011
ذوب,20120515,214.344,214.344,206.895,210.675,4007663
ذوب,20120516,210.67,210.67,203.12,205.45,1971969
ذوب,20120519,205.67,205.67,199,202,1047287
